"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
1.75659776955781e-118	0.621411754321221	0.291	0.171	6.42932349635852e-114	"S6"	"DIPK2A"
2.55835333709779e-118	0.262491217903205	0.967	0.901	9.36382904911161e-114	"S6"	"DDB1"
4.17250791180938e-118	0.473387841795928	0.502	0.349	1.52717962080135e-113	"S6"	"IRS1"
6.04313177839484e-118	0.338875925633613	0.908	0.803	2.2118466622103e-113	"S6"	"LPAR1"
7.23293795919239e-118	0.275707995510655	0.932	0.851	2.64732762244401e-113	"S6"	"NPTN"
2.01600759018892e-117	0.523187155836786	0.359	0.225	7.37878938085047e-113	"S6"	"ZFPM2"
4.54916570740833e-117	0.363486221631006	0.71	0.551	1.66504014056852e-112	"S6"	"NRIP1"
6.03797573773969e-117	0.310990965321304	0.847	0.702	2.20995949977011e-112	"S6"	"NT5C3B"
1.09383091008718e-116	0.430987432362875	0.664	0.513	4.00353051401009e-112	"S6"	"SNAPC1"
1.11929880247294e-116	0.384994716654481	0.635	0.473	4.09674554693122e-112	"S6"	"TCTA"
2.003149251071e-116	1.05152361599545	0.353	0.238	7.33172657384495e-112	"S6"	"DPT"
5.26362546833087e-116	0.535882976339392	0.402	0.264	1.92653955766378e-111	"S6"	"PCAT6"
8.25540725882384e-116	0.300084992302864	0.872	0.744	3.02156161080211e-111	"S6"	"PEPD"
2.21574968153762e-115	0.405972337572837	0.9	0.825	8.10986540939584e-111	"S6"	"MYADM"
2.97262521727836e-115	0.48440916995458	0.4	0.258	1.08801055577605e-110	"S6"	"PEX5"
3.79396163030156e-115	0.251904545990459	0.935	0.85	1.38862789630668e-110	"S6"	"SRPRA"
7.95627003305297e-115	0.517838546956202	0.438	0.296	2.91207439479772e-110	"S6"	"ABCC3"
1.18795241561833e-114	0.387835424824149	0.794	0.655	4.34802463640466e-110	"S6"	"SMARCA2"
1.20663150883123e-114	0.301913834707225	0.715	0.577	4.4163919854732e-110	"S6"	"AC002398.2"
1.39422017100099e-114	0.461339524820423	0.468	0.32	5.10298524788073e-110	"S6"	"ARHGEF17"
2.0698858942952e-114	0.40622949391752	0.891	0.803	7.57598936170985e-110	"S6"	"PLEC"
2.64583695169522e-114	0.301144831535768	0.924	0.848	9.68402782689968e-110	"S6"	"LRRC59"
2.737383919359e-114	0.549495380376471	0.286	0.168	1.00190988832459e-109	"S6"	"IGF2BP1"
3.35196793826596e-114	0.669988227355326	0.346	0.223	1.22685378508472e-109	"S6"	"KRT8"
4.13043408355647e-113	0.585391256665575	0.264	0.152	1.5117801789225e-108	"S6"	"C1RL-AS1"
1.15069875500263e-112	0.373076666665948	0.592	0.429	4.21167251318511e-108	"S6"	"PTPRS"
2.47265861239765e-112	0.362307920080092	0.947	0.901	9.05017778723665e-108	"S6"	"MT-ATP8"
2.90174756609406e-112	0.496803319917275	0.72	0.604	1.06206862666609e-107	"S6"	"PCSK7"
3.2881031515108e-112	0.672515999766053	0.534	0.395	1.20347863448447e-107	"S6"	"HILPDA"
5.40964391299888e-112	0.427556402579886	0.612	0.461	1.97998376859672e-107	"S6"	"EN1"
7.85380579040554e-112	0.495184606114682	0.451	0.307	2.87457145734633e-107	"S6"	"KIAA0930"
9.4174306342002e-112	0.560831415599763	0.711	0.587	3.44687378642361e-107	"S6"	"MYH10"
1.35574151260295e-111	0.477571993167423	0.545	0.395	4.96214951027805e-107	"S6"	"HS3ST3A1"
1.41188811451661e-111	0.487669757156535	0.794	0.662	5.16765168794225e-107	"S6"	"GREM1"
3.11282769004508e-111	0.499861376900868	0.457	0.319	1.1393260628334e-106	"S6"	"AC011603.2"
3.27789990860632e-111	0.431314113399321	0.536	0.382	1.199744145549e-106	"S6"	"BCL6"
7.12823191804869e-111	0.273400619295586	0.93	0.843	2.609004164325e-106	"S6"	"MLEC"
1.08874529226145e-110	0.462528511219058	0.457	0.311	3.98491664420614e-106	"S6"	"FNBP1L"
1.73895293740222e-110	0.347348655356841	0.698	0.54	6.36474164618585e-106	"S6"	"ALDH18A1"
4.10303784719035e-110	0.463973561520006	0.603	0.449	1.50175288245014e-105	"S6"	"PPME1"
1.02564615057926e-109	0.371321637924128	0.713	0.553	3.75396747573515e-105	"S6"	"SSC5D"
1.51844143793592e-109	0.359654073537899	0.536	0.377	5.55764750698926e-105	"S6"	"SNX19"
1.63493710126841e-109	0.793706709853428	0.494	0.363	5.9840332843525e-105	"S6"	"TGM2"
1.80291321227497e-109	0.365114221663658	0.797	0.665	6.5988426482476e-105	"S6"	"CRELD2"
3.3110681830606e-109	0.398599469605479	0.517	0.364	1.21188406568201e-104	"S6"	"GCN1"
5.42507040076588e-109	0.425993599460015	0.635	0.485	1.98563001738432e-104	"S6"	"MAN1A1"
6.74283866745932e-109	0.488428049465075	0.425	0.285	2.46794638067679e-104	"S6"	"LSS"
2.05621955542832e-108	0.456899528637812	0.719	0.591	7.5259691948232e-104	"S6"	"ELL2"
3.22666550624403e-108	0.286180555177974	0.957	0.88	1.18099184194038e-103	"S6"	"PSMD2"
5.04864103555395e-108	0.343690996831822	0.731	0.573	1.8478531054231e-103	"S6"	"RFTN1"
5.72599364666795e-108	0.420051710591444	0.801	0.685	2.09577093461694e-103	"S6"	"ATP2A2"
2.50195438467914e-107	0.345004244175731	0.963	0.931	9.15740324336412e-103	"S6"	"COTL1"
2.51432113842996e-107	0.353885032263237	0.82	0.714	9.2026667987675e-103	"S6"	"HEG1"
5.46823127268466e-107	0.357601367830323	0.579	0.417	2.00142732811531e-102	"S6"	"SELENBP1"
7.71346230796244e-107	0.266293223106161	0.928	0.838	2.82320433933733e-102	"S6"	"MYOF"
1.01121681757864e-106	0.435389043332023	0.442	0.297	3.70115467401956e-102	"S6"	"GBP2"
1.69050823255733e-106	0.269396486358806	0.882	0.76	6.1874291819831e-102	"S6"	"BAZ1B"
1.97533342810088e-106	0.648297349443474	0.263	0.155	7.22991788019202e-102	"S6"	"NFATC1"
2.17452625876659e-106	0.34880536025703	0.62	0.459	7.95898355971158e-102	"S6"	"AL157394.3"
2.30406607163173e-106	0.610942978582309	0.799	0.696	8.43311222877929e-102	"S6"	"CCL2"
3.04362275714639e-106	0.453584297259159	0.405	0.269	1.11399636534315e-101	"S6"	"SDC3"
3.41695914894589e-106	0.44003200689058	0.457	0.315	1.25064121810569e-101	"S6"	"CD2AP"
4.57843850059372e-106	0.437781881346451	0.56	0.411	1.67575427560231e-101	"S6"	"ENOX1"
2.95052588279939e-105	0.376522179118104	0.595	0.44	1.07992197836341e-100	"S6"	"FTSJ3"
3.01861789991788e-105	0.349171480117452	0.669	0.511	1.10484433754894e-100	"S6"	"KIAA0100"
7.16808781456414e-105	0.317975569718583	0.784	0.638	2.62359182100862e-100	"S6"	"BACE1"
7.82884941574724e-105	0.439088136525949	0.595	0.447	2.86543717465765e-100	"S6"	"IL32"
