"Cluster"	"cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"abbrev_ID"
"11"	"11"	"GOBP_POSITIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING"	"GOBP_POSITIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING"	"20/3793"	"43/17939"	0.000177964744227812	0.00154064725920982	0.00113743101843743	"FLNA/CALR/MYADM/RAC1/ARPC2/DAB2/LIMS2/CDC42/S100A10/ILK/TRIOBP/HAS2/DOCK5/P4HB/CIB1/ITGB3/DOCK1/LIMS1/CRKL/CRK"	20	"gbppstvrgltnofsbstrtadhsndpndntcllsprdng."
"11"	"11"	"REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES"	"REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES"	"20/3793"	"43/17939"	0.000177964744227812	0.00154064725920982	0.00113743101843743	"NSD2/EZH2/SUV39H1/DOT1L/KMT5A/SMYD2/SUV39H2/WDR5/SUZ12/NFKB2/RBBP4/ASH2L/SETD3/KMT2A/NFKB1/EED/RELA/AEBP2/SETD7/RBBP5"	20	"reactome pkmts methylate histone lysines"
"11"	"11"	"WP_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING"	"WP_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING"	"17/3793"	"34/17939"	0.000181018741205234	0.0015656267104799	0.00115587287949828	"PAK1/MET/ITGB1/PXN/MAPK3/HRAS/RAP1B/DOCK1/GRB2/MAPK1/ELK1/PTK2/RAF1/RASA1/CRKL/CRK/MAPK8"	17	"wphepatocytgrowthfactorreceptorsignaling."
"11"	"11"	"GOMF_PRE_MRNA_BINDING"	"GOMF_PRE_MRNA_BINDING"	"19/3793"	"40/17939"	0.000182230774471185	0.00157317998518851	0.00116144932075892	"U2AF1/HNRNPA2B1/SRSF2/HNRNPL/PTBP1/HNRNPA1/U2AF2/HNRNPU/SNRPC/TARBP2/SRSF3/TRA2B/RBM4/SLBP/PRPF8/ERI1/TARDBP/ZRSR2/EP300"	19	"gomf pre mrna binding"
"11"	"11"	"GOMF_RNA_EXONUCLEASE_ACTIVITY_PRODUCING_5_PHOSPHOMONOESTERS"	"GOMF_RNA_EXONUCLEASE_ACTIVITY_PRODUCING_5_PHOSPHOMONOESTERS"	"19/3793"	"40/17939"	0.000182230774471185	0.00157317998518851	0.00116144932075892	"EXOSC9/TOE1/EXOSC2/ERI1/EXOSC10/USB1/CPSF3/PNPT1/EXOSC3/CNOT7/ERI3/CNOT2/EXOSC7/DCP2/POLRMT/CNOT1/ERI2/DIS3L2/CNOT6"	19	"gomfrnexonucleasactvtyprdcng5phsphmnstrs."
"11"	"11"	"GOBP_MITOTIC_G2_DNA_DAMAGE_CHECKPOINT_SIGNALING"	"GOBP_MITOTIC_G2_DNA_DAMAGE_CHECKPOINT_SIGNALING"	"18/3793"	"37/17939"	0.000183530118348624	0.00157715615188397	0.00116438485016506	"CLSPN/PLK1/BRCA1/CDK1/DTL/BLM/IER3/DONSON/CHEK1/TOPBP1/MRE11/BABAM1/BABAM2/NBN/TAOK3/BRCC3/RINT1/FZR1"	18	"gobpmitoticg2dnadamagcheckpointsignaling."
"11"	"11"	"GOBP_ENDOSOMAL_VESICLE_FUSION"	"GOBP_ENDOSOMAL_VESICLE_FUSION"	"10/3793"	"15/17939"	0.000184049657513427	0.00157715615188397	0.00116438485016506	"SPHK1/VPS4A/VPS33A/SAMD9/RUFY1/VPS16/VPS41/ANKFY1/VPS11/VPS18"	10	"gobp endosomal vesicle fusion"
"11"	"11"	"GOBP_MEIOTIC_CELL_CYCLE_PHASE_TRANSITION"	"GOBP_MEIOTIC_CELL_CYCLE_PHASE_TRANSITION"	"10/3793"	"15/17939"	0.000184049657513427	0.00157715615188397	0.00116438485016506	"CCNB2/CDC20/ZWINT/KNL1/PKMYT1/NDC80/TTK/CDC25C/CDC25A/CDC25B"	10	"gobp meiotic cell cycle phase transition"
"11"	"11"	"GOBP_ORGANELLE_INHERITANCE"	"GOBP_ORGANELLE_INHERITANCE"	"10/3793"	"15/17939"	0.000184049657513427	0.00157715615188397	0.00116438485016506	"PLK1/CDK1/YWHAZ/VRK1/MAPK3/PLK3/GBF1/STK25/MAPK1/PDCD10"	10	"gobp organelle inheritance"
"11"	"11"	"GOBP_POSITIVE_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY"	"GOBP_POSITIVE_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY"	"10/3793"	"15/17939"	0.000184049657513427	0.00157715615188397	0.00116438485016506	"CCT6A/CCT5/CCT4/RUVBL2/CCT2/CCT7/DKC1/CCT8/RUVBL1/NAF1"	10	"gobppositivregultnoftlmrsrnlclztntcjlbdy."
"11"	"11"	"GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY"	"GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY"	"10/3793"	"15/17939"	0.000184049657513427	0.00157715615188397	0.00116438485016506	"PRPF8/PRPF31/SRSF10/CD2BP2/LSM2/PRPF19/PRPF3/PRPF6/SART3/USP4"	10	"gobpspliceosomaltrisnrnpcomplexassembly."
"11"	"11"	"GOMF_3_5_DNA_HELICASE_ACTIVITY"	"GOMF_3_5_DNA_HELICASE_ACTIVITY"	"10/3793"	"15/17939"	0.000184049657513427	0.00157715615188397	0.00116438485016506	"MCM5/MCM2/RECQL4/BLM/MCM6/DHX9/FANCM/RECQL/ASCC3/RECQL5"	10	"gomf 3 5 dna helicase activity"
"11"	"11"	"REACTOME_DEPOLYMERIZATION_OF_THE_NUCLEAR_LAMINA"	"REACTOME_DEPOLYMERIZATION_OF_THE_NUCLEAR_LAMINA"	"10/3793"	"15/17939"	0.000184049657513427	0.00157715615188397	0.00116438485016506	"LMNB1/CCNB1/CDK1/TMPO/LMNA/EMD/PRKCA/LPIN2/LEMD2/CNEP1R1"	10	"reactomedepolymerizationofthnuclearlamin."
"11"	"11"	"GOBP_FIBROBLAST_PROLIFERATION"	"GOBP_FIBROBLAST_PROLIFERATION"	"39/3793"	"107/17939"	0.000193262395990535	0.0016530519303463	0.00122041728203774	"CCNB1/CCNA2/CDK1/E2F1/CDC6/SPHK1/WNT2/S100A6/DAZAP1/PTGES3/IFI30/PML/CKS2/EMD/HRAS/CAV1/PDGFC/EGFR/GAS6/RNASEH2B/DHX9/ITGB3/CDK6/CKS1B/FN1/CTNNB1/DDR2/TGFB1/LZTS2/MED25/DPH1/ECD/KMT2A/PAWR/SKI/FBXO4/SIRT6/TP53/NF1"	39	"gobp fibroblast proliferation"
"11"	"11"	"GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE"	"GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE"	"39/3793"	"107/17939"	0.000193262395990535	0.0016530519303463	0.00122041728203774	"EZR/ITGA3/ACTB/DAB2/AP2M1/ITGB1/CLTC/RER1/EGFR/CIB1/STAC/VPS4A/PICALM/APPL1/GBP1/ZDHHC2/CSK/CNST/PRKCI/ATP2B4/KIF5B/LDLRAP1/TGFB1/WNK4/AKT1/ARF6/NUMB/RHOG/ZDHHC8/CNPY4/STX7/ZDHHC5/DLG1/SIRT6/BCL2L1/PPP1R9B/ZDHHC7/STX4/PTPN9"	39	"gobpregulationofproteinloclztntplsmmmbrn."
