Cluster	cluster	condition	time	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	short_desc
t6.beige.day3	t6	beige	day3	GOBP_NEGATIVE_REGULATION_OF_TRANSLATION	GOBP_NEGATIVE_REGULATION_OF_TRANSLATION	3/22	127/13324	0.00114078737958582	0.01442917787148	0.0085465238717326	CALR/NCL/YBX1	3	Negative regulation of translation
t6.beige.day3	t6	beige	day3	GOBP_CELLULAR_RESPONSE_TO_LIPOPROTEIN_PARTICLE_STIMULUS	GOBP_CELLULAR_RESPONSE_TO_LIPOPROTEIN_PARTICLE_STIMULUS	2/22	31/13324	0.00117559836749802	0.0147542151703822	0.00873904620800244	CD36/LPL	2	Cellresponsetolipoproteinparticlestimulus.
t6.beige.day3	t6	beige	day3	GOBP_REGULATION_OF_PROTEIN_STABILITY	GOBP_REGULATION_OF_PROTEIN_STABILITY	4/22	292/13324	0.00121016734990634	0.0150712379961412	0.00892682150416739	CALR/HSPA8/HSP90AB1/HSPD1	4	Regulation of protein stability
t6.beige.day3	t6	beige	day3	GOBP_REGULATION_OF_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY	GOBP_REGULATION_OF_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY	2/22	32/13324	0.00125271909003381	0.0152993658919937	0.00906194358285248	CD36/HSPA8	2	Regulationofinflammasommediatdsgnlngpthwy.
t6.beige.day3	t6	beige	day3	REACTOME_HSF1_DEPENDENT_TRANSACTIVATION	REACTOME_HSF1_DEPENDENT_TRANSACTIVATION	2/22	32/13324	0.00125271909003381	0.0152993658919937	0.00906194358285248	HSPA8/HSP90AB1	2	Hsf1 dependent transactivation
t6.beige.day3	t6	beige	day3	GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS	GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS	4/22	295/13324	0.00125683487562394	0.0152993658919937	0.00906194358285248	NCL/HSPA8/DDX5/HNRNPA2B1	4	Rnasplicingvitransesterificationreactions.
t6.beige.day3	t6	beige	day3	GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	3/22	132/13324	0.00127523069656204	0.0154074514756265	0.00912596358655162	NCL/HSPA8/YBX1	3	Pos. reg. mRNA metabolic process
t6.beige.day3	t6	beige	day3	GOBP_FOAM_CELL_DIFFERENTIATION	GOBP_FOAM_CELL_DIFFERENTIATION	2/22	33/13324	0.00133220779375043	0.0159766253191255	0.00946309005931104	CD36/LPL	2	Foam cell differentiation
t6.beige.day3	t6	beige	day3	GOBP_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY	GOBP_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY	2/22	34/13324	0.00141405716873107	0.0165895547548957	0.0098261333387796	HSP90B1/HSP90AB1	2	Regulationofphosphoproteinphosphatsactvty.
t6.beige.day3	t6	beige	day3	GOMF_MIRNA_BINDING	GOMF_MIRNA_BINDING	2/22	34/13324	0.00141405716873107	0.0165895547548957	0.0098261333387796	YBX1/HNRNPA2B1	2	Mirna binding
t6.beige.day3	t6	beige	day3	REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	2/22	34/13324	0.00141405716873107	0.0165895547548957	0.0098261333387796	CALR/UBC	2	Nglycantrimmingintherandcalnxnclrtclncycl.
t6.beige.day3	t6	beige	day3	GOBP_NUCLEAR_TRANSPORT	GOBP_NUCLEAR_TRANSPORT	4/22	308/13324	0.0014737879851655	0.0171113942604113	0.0101352232835309	CD36/CALR/HSPA8/HNRNPA2B1	4	Nuclear transport
t6.beige.day3	t6	beige	day3	HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	3/22	139/13324	0.00147967584710165	0.0171113942604113	0.0101352232835309	CD36/FASN/GLUL	3	Fatty acid metabolism
t6.beige.day3	t6	beige	day3	GOBP_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY	GOBP_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY	2/22	35/13324	0.00149825992086589	0.0172034241977438	0.0101897333923764	CD36/HSPA8	2	Inflammasome mediated signaling pathway
t6.beige.day3	t6	beige	day3	GOCC_VACUOLAR_LUMEN	GOCC_VACUOLAR_LUMEN	3/22	142/13324	0.00157324265208564	0.0174544585141629	0.0103384231373508	ACLY/HSPA8/PSAP	3	Vacuolar lumen
t6.beige.day3	t6	beige	day3	GOBP_PROTEIN_TRANSMEMBRANE_IMPORT_INTO_INTRACELLULAR_ORGANELLE	GOBP_PROTEIN_TRANSMEMBRANE_IMPORT_INTO_INTRACELLULAR_ORGANELLE	2/22	36/13324	0.00158480877182331	0.0174544585141629	0.0103384231373508	HSPA8/HSPD1	2	Proteintransmembrnimprtintintrclllrorgnll.
t6.beige.day3	t6	beige	day3	GOCC_LUMENAL_SIDE_OF_MEMBRANE	GOCC_LUMENAL_SIDE_OF_MEMBRANE	2/22	36/13324	0.00158480877182331	0.0174544585141629	0.0103384231373508	CALR/HSPA8	2	Lumenal side of membrane
t6.beige.day3	t6	beige	day3	GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_TENSILE_STRENGTH	GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_TENSILE_STRENGTH	2/22	36/13324	0.00158480877182331	0.0174544585141629	0.0103384231373508	COL4A1/COL6A2	2	Ecmstructuralconstituntcnfrrngtnslstrngth.
t6.beige.day3	t6	beige	day3	REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	2/22	36/13324	0.00158480877182331	0.0174544585141629	0.0103384231373508	COL4A1/COL6A2	2	Collagen chain trimerization
t6.beige.day3	t6	beige	day3	REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	2/22	36/13324	0.00158480877182331	0.0174544585141629	0.0103384231373508	YBX1/UBC	2	Smad2smad3smad4heterotrimerrgltstrnscrptn.
t6.beige.day3	t6	beige	day3	REACTOME_AUTOPHAGY	REACTOME_AUTOPHAGY	3/22	143/13324	0.00160523920442734	0.0175600153511343	0.0104009453430534	HSPA8/HSP90AB1/UBC	3	Autophagy
t6.beige.day3	t6	beige	day3	GOMF_TELOMERIC_DNA_BINDING	GOMF_TELOMERIC_DNA_BINDING	2/22	37/13324	0.00167369645902146	0.0181860038064144	0.0107717235900286	NCL/HNRNPA2B1	2	Telomeric dna binding
t6.beige.day3	t6	beige	day3	REACTOME_FATTY_ACID_METABOLISM	REACTOME_FATTY_ACID_METABOLISM	3/22	146/13324	0.00170367907675952	0.0183883761684911	0.010891590448617	ACLY/SCD/FASN	3	Fatty acid metabolism
t6.beige.day3	t6	beige	day3	GOBP_POSITIVE_REGULATION_OF_RNA_SPLICING	GOBP_POSITIVE_REGULATION_OF_RNA_SPLICING	2/22	38/13324	0.00176491573559952	0.0189231693770571	0.0112083529810468	NCL/HSPA8	2	Pos. reg. RNA splicing
t6.beige.day3	t6	beige	day3	GOBP_HORMONE_MEDIATED_SIGNALING_PATHWAY	GOBP_HORMONE_MEDIATED_SIGNALING_PATHWAY	3/22	149/13324	0.00180583472922954	0.0191646224245874	0.0113513676595684	CALR/DNAJA1/DDX5	3	Hormone mediated signaling pathway
t6.beige.day3	t6	beige	day3	GOCC_FICOLIN_1_RICH_GRANULE	GOCC_FICOLIN_1_RICH_GRANULE	3/22	150/13324	0.00184072122898587	0.0191646224245874	0.0113513676595684	ACLY/HSPA8/HSP90AB1	3	Ficolin 1 rich granule
t6.beige.day3	t6	beige	day3	REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	3/22	150/13324	0.00184072122898587	0.0191646224245874	0.0113513676595684	CD36/HSP90B1/UBC	3	Toll like receptor cascades
t6.beige.day3	t6	beige	day3	GOCC_PROTEIN_FOLDING_CHAPERONE_COMPLEX	GOCC_PROTEIN_FOLDING_CHAPERONE_COMPLEX	2/22	39/13324	0.00185845937038927	0.0191646224245874	0.0113513676595684	HSPA8/HSP90AB1	2	Protein folding chaperone complex
t6.beige.day3	t6	beige	day3	WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER	WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER	2/22	39/13324	0.00185845937038927	0.0191646224245874	0.0113513676595684	ACLY/FASN	2	Metabolic reprogramming in colon cancer
t6.beige.day3	t6	beige	day3	WP_METABOLIC_REPROGRAMMING_IN_PANCREATIC_CANCER	WP_METABOLIC_REPROGRAMMING_IN_PANCREATIC_CANCER	2/22	39/13324	0.00185845937038927	0.0191646224245874	0.0113513676595684	ACLY/FASN	2	Metabolicreprogramminginpancreaticcancer.
t6.beige.day3	t6	beige	day3	GOBP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	GOBP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	2/22	40/13324	0.00195432014788655	0.0200255969584072	0.0118613301447345	DNAJA1/DDX5	2	Androgen receptor signaling pathway
t6.beige.day3	t6	beige	day3	GOCC_ENDOCYTIC_VESICLE_MEMBRANE	GOCC_ENDOCYTIC_VESICLE_MEMBRANE	3/22	154/13324	0.00198449027723559	0.0202068538292102	0.0119686901195738	CD36/CALR/UBC	3	Endocytic vesicle membrane
t6.beige.day3	t6	beige	day3	GOBP_DE_NOVO_PROTEIN_FOLDING	GOBP_DE_NOVO_PROTEIN_FOLDING	2/22	41/13324	0.00205249086822287	0.0206396441966014	0.0122250355080159	HSPA8/HSPD1	2	De novo protein folding
t6.beige.day3	t6	beige	day3	REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING	REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING	2/22	41/13324	0.00205249086822287	0.0206396441966014	0.0122250355080159	SCD/FASN	2	Nr1h2 and nr1h3 mediated signaling
t6.beige.day3	t6	beige	day3	GOBP_MODULATION_BY_HOST_OF_VIRAL_PROCESS	GOBP_MODULATION_BY_HOST_OF_VIRAL_PROCESS	2/22	42/13324	0.00215296434713699	0.0209978872169565	0.0124372258734419	FASN/HSPA8	2	Modulation by host of viral process
t6.beige.day3	t6	beige	day3	GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION	2/22	42/13324	0.00215296434713699	0.0209978872169565	0.0124372258734419	CD36/LPL	2	Pos. reg. interleukin 1 beta production
t6.beige.day3	t6	beige	day3	GOBP_REGULATION_OF_PHOSPHATASE_ACTIVITY	GOBP_REGULATION_OF_PHOSPHATASE_ACTIVITY	2/22	42/13324	0.00215296434713699	0.0209978872169565	0.0124372258734419	HSP90B1/HSP90AB1	2	Regulation of phosphatase activity
t6.beige.day3	t6	beige	day3	GOMF_REGULATORY_RNA_BINDING	GOMF_REGULATORY_RNA_BINDING	2/22	42/13324	0.00215296434713699	0.0209978872169565	0.0124372258734419	YBX1/HNRNPA2B1	2	Regulatory RNA binding
t6.beige.day3	t6	beige	day3	REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP	REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP	2/22	42/13324	0.00215296434713699	0.0209978872169565	0.0124372258734419	SCD/FASN	2	Activation  by SREBF SREBP
t6.beige.day3	t6	beige	day3	GOBP_INTERLEUKIN_12_PRODUCTION	GOBP_INTERLEUKIN_12_PRODUCTION	2/22	43/13324	0.00225573341594655	0.0214825435318674	0.0127242919004787	CD36/HSPD1	2	Interleukin 12 production
t6.beige.day3	t6	beige	day3	GOBP_MIRNA_PROCESSING	GOBP_MIRNA_PROCESSING	2/22	43/13324	0.00225573341594655	0.0214825435318674	0.0127242919004787	DDX5/HNRNPA2B1	2	Mirna processing
t6.beige.day3	t6	beige	day3	REACTOME_SIGNALING_BY_NOTCH3	REACTOME_SIGNALING_BY_NOTCH3	2/22	43/13324	0.00225573341594655	0.0214825435318674	0.0127242919004787	YBX1/UBC	2	Signaling by notch3
t6.beige.day3	t6	beige	day3	WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2586	WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2586	2/22	43/13324	0.00225573341594655	0.0214825435318674	0.0127242919004787	CD36/LPL	2	Aryl hydrocarbon receptor pathway wp2586
t6.beige.day3	t6	beige	day3	HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	3/22	163/13324	0.00233317439349209	0.0220901131173315	0.0130841604953604	CD36/SCD/COL6A2	3	Myogenesis
t6.beige.day3	t6	beige	day3	WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS	WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS	2/22	44/13324	0.00236079092151985	0.0220931820921424	0.0130859782750507	SCD/FASN	2	Cholesterol metabolism: bloch & kandut.
t6.beige.day3	t6	beige	day3	WP_EXERCISEINDUCED_CIRCADIAN_REGULATION	WP_EXERCISEINDUCED_CIRCADIAN_REGULATION	2/22	44/13324	0.00236079092151985	0.0220931820921424	0.0130859782750507	DNAJA1/HSPA8	2	Exerciseinduced circadian regulation
t6.beige.day3	t6	beige	day3	GOBP_REGULATION_OF_LIPID_STORAGE	GOBP_REGULATION_OF_LIPID_STORAGE	2/22	45/13324	0.00246812972624752	0.0229649541769812	0.0136023362408438	CD36/LPL	2	Regulation of lipid storage
t6.beige.day3	t6	beige	day3	GOBP_MAINTENANCE_OF_LOCATION_IN_CELL	GOBP_MAINTENANCE_OF_LOCATION_IN_CELL	3/22	168/13324	0.00254234000443899	0.0235202769553527	0.0139312586107905	CALR/HSP90B1/ANXA6	3	Maintenance of location in cell
t6.beige.day3	t6	beige	day3	REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	2/22	46/13324	0.00257774270801433	0.0236495058180951	0.0140078019572085	COL4A1/COL6A2	2	Ncam signaling for neurite out growth
t6.beige.day3	t6	beige	day3	GOBP_CELLULAR_RESPONSE_TO_INORGANIC_SUBSTANCE	GOBP_CELLULAR_RESPONSE_TO_INORGANIC_SUBSTANCE	3/22	169/13324	0.00258552348968674	0.0236495058180951	0.0140078019572085	CALR/HSP90B1/HSPA8	3	Cell response to inorganic substance
t6.beige.day3	t6	beige	day3	GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	3/22	171/13324	0.00267325427273686	0.0243145992559605	0.0144017424155132	CD36/HSPA8/HSPD1	3	Pos. reg. immune effector process
t6.beige.day3	t6	beige	day3	GOMF_PRE_MRNA_BINDING	GOMF_PRE_MRNA_BINDING	2/22	47/13324	0.00268962276017105	0.024326811445346	0.0144089757983877	DDX5/HNRNPA2B1	2	Pre mRNA binding
t6.beige.day3	t6	beige	day3	REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	2/22	49/13324	0.00292015572621851	0.0262651784485987	0.015557086939094	YBX1/UBC	2	Transcriptionlactvtyofsmd2smd3smd4htrtrmr.
t6.beige.day3	t6	beige	day3	GOBP_PHAGOCYTOSIS	GOBP_PHAGOCYTOSIS	3/22	177/13324	0.00294747555644341	0.026364436054596	0.0156158780571093	CD36/CALR/HSPA8	3	Phagocytosis
t6.beige.day3	t6	beige	day3	GOBP_RESPONSE_TO_CARBOHYDRATE	GOBP_RESPONSE_TO_CARBOHYDRATE	3/22	178/13324	0.0029948044921038	0.0266405960039344	0.0157794499265851	LPL/GLUL/COL6A2	3	Response to carbohydrate
t6.beige.day3	t6	beige	day3	GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE	GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE	4/22	375/13324	0.00302170760410019	0.0267330306614109	0.0158341997545888	CD36/LPL/HSPA8/HSPD1	4	Pos. reg. defense response
t6.beige.day3	t6	beige	day3	GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	2/22	50/13324	0.00303879450388786	0.0267380885967089	0.0158371956123675	HSPA8/HSPD1	2	Pos. reg. t cell mediated immunity
t6.beige.day3	t6	beige	day3	GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION	2/22	51/13324	0.0031596720794483	0.0275027370786387	0.0162901033637657	CD36/LPL	2	Pos. reg. interleukin 1 production
t6.beige.day3	t6	beige	day3	GOBP_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS	GOBP_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS	2/22	51/13324	0.0031596720794483	0.0275027370786387	0.0162901033637657	CD36/HSP90AB1	2	Regulationofnitricoxidemetabolicprocess.
t6.beige.day3	t6	beige	day3	REACTOME_SIGNALING_BY_PDGF	REACTOME_SIGNALING_BY_PDGF	2/22	52/13324	0.00328278142315963	0.028421514032596	0.0168343027103767	COL4A1/COL6A2	2	Signaling by pdgf
t6.beige.day3	t6	beige	day3	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	2/22	53/13324	0.00340811552057962	0.02904073172536	0.0172010705775514	COL4A1/COL6A2	2	Assemblyofcollgnfbrlsandothrmltmrcstrctrs.
t6.beige.day3	t6	beige	day3	REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA	REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA	2/22	53/13324	0.00340811552057962	0.02904073172536	0.0172010705775514	HSPA8/UBC	2	Auf1 hnrnp d0 binds and destabilizes mRNA
t6.beige.day3	t6	beige	day3	REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	2/22	53/13324	0.00340811552057962	0.02904073172536	0.0172010705775514	HSP90AB1/UBC	2	Ncltdbndngdmnlcnrchrptcntnngrcptrnlrsgnlp.
t6.beige.day3	t6	beige	day3	GOMF_AMIDE_BINDING	GOMF_AMIDE_BINDING	3/22	188/13324	0.00349412531226871	0.029617742830173	0.0175428391263532	CD36/FASN/PSAP	3	Amide binding
t6.beige.day3	t6	beige	day3	GOMF_PHOSPHATIDYLSERINE_BINDING	GOMF_PHOSPHATIDYLSERINE_BINDING	2/22	54/13324	0.00353566737253608	0.0296593029851602	0.0175674555570241	HSPA8/ANXA6	2	Phosphatidylserine binding
t6.beige.day3	t6	beige	day3	REACTOME_COLLAGEN_DEGRADATION	REACTOME_COLLAGEN_DEGRADATION	2/22	54/13324	0.00353566737253608	0.0296593029851602	0.0175674555570241	COL4A1/COL6A2	2	Collagen degradation
t6.beige.day3	t6	beige	day3	GOBP_PROTEIN_STABILIZATION	GOBP_PROTEIN_STABILIZATION	3/22	190/13324	0.00359974828934281	0.0300411983528145	0.0177936554074406	CALR/HSP90AB1/HSPD1	3	Protein stabilization
t6.beige.day3	t6	beige	day3	HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	3/22	191/13324	0.00365328930703516	0.030277199806457	0.0179334410608773	HSP90AB1/HSPD1/HNRNPA2B1	3	Myc targets v1
t6.beige.day3	t6	beige	day3	REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF	REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF	2/22	55/13324	0.00366542999509918	0.030277199806457	0.0179334410608773	SCD/FASN	2	Regulationofcholesterolbsynthssbysrbpsrbf.
t6.beige.day3	t6	beige	day3	KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	2/22	56/13324	0.00379739641955359	0.0312080446865851	0.0184847883420428	HSP90B1/HSP90AB1	2	Nod like receptor signaling pathway
t6.beige.day3	t6	beige	day3	GOBP_REGULATORY_NCRNA_PROCESSING	GOBP_REGULATORY_NCRNA_PROCESSING	2/22	58/13324	0.00406791287518146	0.0330952308789888	0.0196025846563888	DDX5/HNRNPA2B1	2	Regulatory ncRNA processing
t6.beige.day3	t6	beige	day3	GOMF_CALCIUM_DEPENDENT_PROTEIN_BINDING	GOMF_CALCIUM_DEPENDENT_PROTEIN_BINDING	2/22	58/13324	0.00406791287518146	0.0330952308789888	0.0196025846563888	ANXA6/DDX5	2	Calcium dependent protein binding
t6.beige.day3	t6	beige	day3	GOBP_RESPONSE_TO_INORGANIC_SUBSTANCE	GOBP_RESPONSE_TO_INORGANIC_SUBSTANCE	4/22	408/13324	0.00409022996523812	0.0331104115686026	0.0196115763070101	CD36/CALR/HSP90B1/HSPA8	4	Response to inorganic substance
t6.beige.day3	t6	beige	day3	REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	2/22	59/13324	0.00420644904474775	0.0338817960370478	0.0200684738400901	COL4A1/COL6A2	2	Collagen biosynthesis and modifying
t6.beige.day3	t6	beige	day3	GOCC_CELL_SUBSTRATE_JUNCTION	GOCC_CELL_SUBSTRATE_JUNCTION	4/22	413/13324	0.00427192017781921	0.0340002615133479	0.0201386419418484	CALR/HSP90B1/HSPA8/ANXA6	4	Cell substrate junction
t6.beige.day3	t6	beige	day3	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE	4/22	414/13324	0.00430890795626034	0.0340002615133479	0.0201386419418484	CD36/DNAJA1/HSPA8/HSPD1	4	Establishmentofproteinlocalizationtorgnll.
t6.beige.day3	t6	beige	day3	GOBP_CELLULAR_RESPONSE_TO_HEAT	GOBP_CELLULAR_RESPONSE_TO_HEAT	2/22	60/13324	0.00434716129293577	0.0340002615133479	0.0201386419418484	HSPA8/HSP90AB1	2	Cell response to heat
t6.beige.day3	t6	beige	day3	GOCC_COLLAGEN_TRIMER	GOCC_COLLAGEN_TRIMER	2/22	60/13324	0.00434716129293577	0.0340002615133479	0.0201386419418484	COL4A1/COL6A2	2	Collagen trimer
t6.beige.day3	t6	beige	day3	REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	2/22	60/13324	0.00434716129293577	0.0340002615133479	0.0201386419418484	LPL/UBC	2	Plasmlipoproteinassemblyremodelngandclrnc.
t6.beige.day3	t6	beige	day3	WP_CHOLESTEROL_METABOLISM	WP_CHOLESTEROL_METABOLISM	2/22	60/13324	0.00434716129293577	0.0340002615133479	0.0201386419418484	CD36/LPL	2	Cholesterol metabolism
t6.beige.day3	t6	beige	day3	GOBP_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	GOBP_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	2/22	61/13324	0.00449004272668806	0.0347817185383156	0.0206015055351943	CD36/HSPD1	2	Toll like receptor signaling pathway
t6.beige.day3	t6	beige	day3	REACTOME_BACTERIAL_INFECTION_PATHWAYS	REACTOME_BACTERIAL_INFECTION_PATHWAYS	2/22	61/13324	0.00449004272668806	0.0347817185383156	0.0206015055351943	HSP90AB1/UBC	2	Bacterial infection pathways
t6.beige.day3	t6	beige	day3	GOBP_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	GOBP_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	2/22	62/13324	0.00463508646799606	0.0357343094842172	0.0211657331947088	CALR/DDX5	2	Regltnofintrclllrstrdhrmnrcptrsgnlngpthwy.
t6.beige.day3	t6	beige	day3	GOBP_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS	GOBP_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS	2/22	63/13324	0.00478228565387266	0.0361800022131768	0.0214297207608362	CD36/LPL	2	Regulationofplasmlipoproteinparticllevels.
t6.beige.day3	t6	beige	day3	GOBP_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION	GOBP_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION	2/22	63/13324	0.00478228565387266	0.0361800022131768	0.0214297207608362	HSP90B1/HSP90AB1	2	Regulation of protein dephosphorylation
t6.beige.day3	t6	beige	day3	GOMF_DOUBLE_STRANDED_RNA_BINDING	GOMF_DOUBLE_STRANDED_RNA_BINDING	2/22	63/13324	0.00478228565387266	0.0361800022131768	0.0214297207608362	HSP90AB1/HSPD1	2	Double stranded RNA binding
t6.beige.day3	t6	beige	day3	REACTOME_ECM_PROTEOGLYCANS	REACTOME_ECM_PROTEOGLYCANS	2/22	63/13324	0.00478228565387266	0.0361800022131768	0.0214297207608362	COL4A1/COL6A2	2	ECM proteoglycans
t6.beige.day3	t6	beige	day3	GOBP_CELLULAR_RESPONSE_TO_NUTRIENT_LEVELS	GOBP_CELLULAR_RESPONSE_TO_NUTRIENT_LEVELS	3/22	212/13324	0.00489259743566964	0.0368423965039495	0.0218220624915302	LPL/GLUL/HSPA8	3	Cell response to nutrient levels
t6.beige.day3	t6	beige	day3	GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	2/22	65/13324	0.0050831229823263	0.0380998893906772	0.0225668861447332	HSPA8/HSPD1	2	Regulation of t cell mediated immunity
t6.beige.day3	t6	beige	day3	REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	2/22	66/13324	0.00523674747379006	0.0390704800003046	0.0231417751570349	HSP90AB1/UBC	2	Ddx58ifih1mediatedinductinofintrfrnalphbt.
t6.beige.day3	t6	beige	day3	GOBP_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS	GOBP_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS	2/22	68/13324	0.00555037409529014	0.0409317489138593	0.0242442204483117	CD36/HSP90AB1	2	Reactivenitrogenspeciesmetabolicprocess.
