Cluster	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
s1	Ketone metabolism	Ketone metabolism	6	0.778843488384986	1.47360831666959	0.0705882352941176	0.171461329997915	0.12096376024489	3995	tags=100%, list=22%, signal=78%	ACAA2/HADHB/ACAT1/HMGCL/OXCT1/BDH1
s1	Cytochromes	Cytochromes	4	0.841842674205887	1.44963644141704	0.0711382113821138	0.171461329997915	0.12096376024489	2857	tags=100%, list=16%, signal=84%	CYCS/CYB5B/CYC1/MT-CYB
s1	NAD biosynthesis and metabolism	NAD biosynthesis and metabolism	12	0.667042703461212	1.50235872283729	0.0772058823529412	0.172861014324429	0.121951219512195	3197	tags=50%, list=18%, signal=41%	NMNAT3/NOCT/KYAT3/SLC25A51/SIRT4/NADK2
s1	Lipoate insertion	Lipoate insertion	4	0.838387057130103	1.44368593713147	0.0772357723577236	0.172861014324429	0.121951219512195	1957	tags=75%, list=11%, signal=67%	GCSH/LIAS/LIPT1
s1	SAM	SAM	3	0.875418368034872	1.43214987964909	0.0755467196819085	0.172861014324429	0.121951219512195	1379	tags=33%, list=8%, signal=31%	SAMM50
s3	Q-linked reactions, other	Q-linked reactions, other	9	0.712579052748674	1.52354845598893	0.0456942003514939	0.173752310536044	0.130362875766125	4035	tags=89%, list=22%, signal=69%	ETFDH/ETFA/CHDH/ETFB/ETFRF1/GPD2/DHODH/ETFBKMT
s3	Propanoate metabolism	Propanoate metabolism	4	0.866439844756128	1.52285162086601	0.0490752259539926	0.173752310536044	0.130362875766125	2070	tags=75%, list=11%, signal=66%	PCCB/PCCA/MMUT
s3	Ketone metabolism	Ketone metabolism	6	0.788102234296169	1.52132974057377	0.0499075785582255	0.173752310536044	0.130362875766125	3828	tags=100%, list=21%, signal=79%	ACAA2/HADHB/OXCT1/ACAT1/BDH1/HMGCL
s3	Lipoate insertion	Lipoate insertion	4	0.845778590830977	1.48653747370453	0.0490566037735849	0.173752310536044	0.130362875766125	2786	tags=100%, list=15%, signal=85%	GCSH/LIAS/LIPT1/LIPT2
s2	Mitochondrial permeability transition pore	Mitochondrial permeability transition pore	6	0.689177906573208	1.44347386652649	0.106430155210643	0.1747073710851	0.0939076574701544	2080	tags=50%, list=12%, signal=44%	PPIF/SLC25A5/VDAC3
s2	Heme synthesis and processing	Heme synthesis and processing	13	0.5370811509306	1.400707832483	0.107798165137615	0.1747073710851	0.0939076574701544	4513	tags=62%, list=25%, signal=46%	ALAS1/COX10/FECH/ABCB7/FDX1/ABCB10/COX15/HCCS
s2	Serine metabolism	Serine metabolism	5	0.713263657923425	1.40222891653348	0.11036036036036	0.175175808720113	0.0941594492560515	307	tags=20%, list=2%, signal=20%	AGXT
s2	Eicosanoid metabolism	Eicosanoid metabolism	3	0.810486281601504	1.39519209455647	0.111814345991561	0.175175808720113	0.0941594492560515	3122	tags=67%, list=17%, signal=55%	MGST3/ZADH2
s4	Nucleotide import	Nucleotide import	8	0.672190373005731	1.48589764017945	0.0729684908789386	0.175872772887698	0.12801489627884	2810	tags=62%, list=16%, signal=53%	SLC25A6/SLC25A5/SLC25A4/SLC25A33/SLC25A25
s5	Calcium cycle	Calcium cycle	9	0.640544559819589	1.4258806482946	0.075503355704698	0.17743288590604	0.113255033557047	2133	tags=33%, list=12%, signal=29%	LETM1/SMDT1/MCUB
s3	Gluconeogenesis	Gluconeogenesis	8	0.72479513046079	1.49911058850721	0.0530035335689046	0.17794043412418	0.133505140944233	3409	tags=75%, list=19%, signal=61%	SLC25A1/SLC25A10/PC/MPC2/SLC25A11/MPC1
s3	Phospholipid metabolism	Phospholipid metabolism	23	0.558998638568941	1.48588202277994	0.0551181102362205	0.17865870214499	0.134044043042714	5258	tags=61%, list=29%, signal=43%	GPAM/CHPT1/PRDX6/ACP6/PNPLA8/AGK/OSBPL1A/PISD/PRELID3B/AGPAT4/LACTB/PTPMT1/SPHK2/STARD7
s3	mt-rRNA modifications	mt-rRNA modifications	16	0.617348488817762	1.50603397483992	0.057660626029654	0.179818268770923	0.134914042638878	5985	tags=75%, list=33%, signal=50%	TRMT2B/MRM3/NSUN4/RCC1L/RPUSD4/TRUB2/MTPAP/TRMT61B/METTL15/METTL17/NGRN/MRM1
s3	CIII subunits	CIII subunits	10	0.680496284622854	1.49905481890945	0.0632478632478632	0.179818268770923	0.134914042638878	4471	tags=80%, list=25%, signal=60%	UQCRC2/UQCRFS1/UQCRC1/CYC1/UQCR10/UQCRQ/UQCRH/MT-CYB
s3	mtRNA stability and decay	mtRNA stability and decay	17	0.600732568210029	1.48208095462606	0.0650406504065041	0.179818268770923	0.134914042638878	4738	tags=71%, list=26%, signal=52%	LACTB2/FASTKD5/LRPPRC/PDE12/ENDOG/FASTKD1/FASTKD3/TBRG4/MTPAP/FASTKD2/SUPV3L1/PNPT1
s3	Nucleotide import	Nucleotide import	8	0.716499568543023	1.48195268527925	0.0618374558303887	0.179818268770923	0.134914042638878	3812	tags=62%, list=21%, signal=49%	SLC25A33/SLC25A4/SLC25A25/SLC25A5/SLC25A6
s3	CI subunits	CI subunits	44	0.472984496034584	1.43049199469646	0.0635838150289017	0.179818268770923	0.134914042638878	5124	tags=55%, list=28%, signal=39%	NDUFS1/MT-ND4L/NDUFAB1/NDUFS2/NDUFV1/NDUFA10/NDUFA3/NDUFA6/NDUFS3/NDUFA9/NDUFB5/NDUFS7/MT-ND6/MT-ND5/NDUFB9/NDUFV3/MT-ND2/NDUFB6/NDUFB10/NDUFS8/NDUFA2/MT-ND3/NDUFB2/NDUFA5
s1	Nucleotide import	Nucleotide import	8	0.719889685979512	1.48567340045527	0.0842911877394636	0.184264456918827	0.129996201409699	2364	tags=50%, list=13%, signal=43%	SLC25A33/SLC25A5/SLC25A25/SLC25A4
s6	Glyoxylate metabolism	Glyoxylate metabolism	6	0.728719478794572	1.47380932663671	0.0688976377952756	0.18503937007874	0.130542892664733	1634	tags=50%, list=9%, signal=45%	AGXT/ALDH4A1/GRHPR
s6	CIV assembly factors	CIV assembly factors	30	0.46965115639985	1.42109597084153	0.0671256454388985	0.18503937007874	0.130542892664733	5977	tags=70%, list=33%, signal=47%	SCO2/COA3/CMC1/TMEM177/COA6/SMIM20/COA4/PNKD/COX17/COX10/COA5/COA8/COA1/TIMM21/TACO1/HIGD1A/COX11/SURF1/CMC2/COX19/SCO1
s6	Coenzyme Q metabolism	Coenzyme Q metabolism	13	0.601607685071463	1.5126695316776	0.0739913093518566	0.185048476795118	0.130549317335861	4267	tags=54%, list=24%, signal=41%	COQ9/COQ5/COQ8B/PDSS2/COQ6/COQ2/COQ8A
s6	Transcription	Transcription	8	0.665937289476065	1.47336732399621	0.0767754318618042	0.185048476795118	0.130549317335861	4211	tags=75%, list=23%, signal=58%	MRPL12/POLRMT/TOP1MT/TEFM/MTERF1/TFB2M
s6	Ketone metabolism	Ketone metabolism	6	0.71919138293194	1.45453909034405	0.0767716535433071	0.185048476795118	0.130549317335861	3388	tags=67%, list=19%, signal=54%	ACAA2/HADHB/HMGCL/ACAT1
s6	Iron homeostasis	Iron homeostasis	4	-0.765507095393592	-1.41902409989144	0.0748031496062992	0.185048476795118	0.130549317335861	2338	tags=75%, list=13%, signal=65%	SLC25A28/FTH1/SLC25A37
s4	Eicosanoid metabolism	Eicosanoid metabolism	3	0.829032932569294	1.37303651857098	0.0791896869244936	0.18609576427256	0.135456043423476	1782	tags=67%, list=10%, signal=60%	PTGES2/MGST3
s5	Carnitine shuttle	Carnitine shuttle	5	0.762624488068651	1.41632700080498	0.0819964349376114	0.187991826442329	0.119994782835529	837	tags=60%, list=5%, signal=57%	CPT1B/SLC25A20/CPT2
s2	Malate-aspartate shuttle	Malate-aspartate shuttle	6	0.674315827320981	1.41234544119796	0.124168514412417	0.188868796463733	0.101519621839409	4303	tags=67%, list=24%, signal=51%	SLC25A13/GOT2/SLC25A11/MDH2
s2	Molybdenum cofactor synthesis and proteins	Molybdenum cofactor synthesis and proteins	3	0.796220411257519	1.37063445554676	0.126582278481013	0.188868796463733	0.101519621839409	3318	tags=67%, list=18%, signal=54%	ABCB7/SUOX
s2	Gluconeogenesis	Gluconeogenesis	8	0.594942627136252	1.33725737551035	0.126126126126126	0.188868796463733	0.101519621839409	5275	tags=75%, list=29%, signal=53%	SLC25A1/MPC2/MPC1/SLC25A11/MDH2/PC
s4	Lipoate insertion	Lipoate insertion	4	0.781196296912246	1.37909176926304	0.0830258302583026	0.190351903519035	0.138554017119119	3951	tags=100%, list=22%, signal=78%	GCSH/LIPT1/LIPT2/LIAS
s1	CII subunits	CII subunits	4	0.829591440767227	1.42854005964744	0.0894308943089431	0.191056910569106	0.134788189987163	3078	tags=100%, list=17%, signal=83%	SDHB/SDHD/SDHA/SDHC
s1	Translation factors	Translation factors	16	0.595446552935896	1.42260928171001	0.091726618705036	0.191606714628297	0.135176069670579	4759	tags=75%, list=26%, signal=55%	GFM1/GFM2/TUFM/MTIF2/MRPL58/TIMM21/COA3/TSFM/MRRF/MTIF3/TACO1/MTRF1L
s1	Malate-aspartate shuttle	Malate-aspartate shuttle	6	0.755114669810758	1.42871228182152	0.096078431372549	0.196334185848252	0.138511239736169	2553	tags=67%, list=14%, signal=57%	SLC25A13/SLC25A10/MDH2/SLC25A11
s1	Preprotein cleavage	Preprotein cleavage	8	0.701469365123371	1.44765843613948	0.0996168582375479	0.199233716475096	0.140556821253427	5392	tags=100%, list=30%, signal=70%	UQCRC2/UQCRC1/XPNPEP3/PMPCA/IMMP2L/MIPEP/PMPCB/IMMP1L
s4	Mitochondrial ribosome assembly	Mitochondrial ribosome assembly	23	0.491696070738228	1.3862813532446	0.0910470409711684	0.203771948840234	0.148322247196139	6839	tags=70%, list=38%, signal=43%	MRM3/MTG2/MIEF1/MTG1/DDX28/TRMT61B/ERAL1/DHX30/NOA1/MALSU1/TFB1M/PTCD3/METTL17/RBFA/MPV17L2/MTERF3
s3	Polycistronic mtRNA processing	Polycistronic mtRNA processing	13	0.640769988146136	1.47453809051141	0.0820770519262982	0.203783996846669	0.152895048026056	5550	tags=77%, list=31%, signal=53%	FASTKD5/TRMT10C/HSD17B10/PTCD2/FASTKD1/FASTKD3/TBRG4/FASTKD2/PRORP/ELAC2
s3	Coenzyme Q metabolism	Coenzyme Q metabolism	13	0.632332085456618	1.45512081262715	0.0887772194304858	0.203783996846669	0.152895048026056	3990	tags=62%, list=22%, signal=48%	COQ2/PDSS2/COQ9/COQ6/COQ3/COQ7/COQ10B/PDSS1
s3	Glycine metabolism	Glycine metabolism	14	0.610397251226815	1.44215785886979	0.0912106135986733	0.203783996846669	0.152895048026056	2860	tags=57%, list=16%, signal=48%	ETFDH/ETFA/CHDH/DMGDH/DLD/ETFB/GCSH/GLYAT
s3	Transcription	Transcription	8	0.696966177980043	1.44155132027036	0.0865724381625442	0.203783996846669	0.152895048026056	5181	tags=88%, list=29%, signal=62%	MRPL12/TEFM/MTERF1/TFAM/TFB2M/POLRMT/MTRES1
s3	Coenzyme A metabolism	Coenzyme A metabolism	5	0.774453424569282	1.43321483790437	0.0769230769230769	0.203783996846669	0.152895048026056	3028	tags=60%, list=17%, signal=50%	NUDT8/NUDT19/SLC25A42
s3	Iron homeostasis	Iron homeostasis	4	-0.771212178123901	-1.40800138528544	0.0932203389830508	0.203783996846669	0.152895048026056	3724	tags=75%, list=21%, signal=60%	SLC25A28/FTH1/SLC25A37
s3	Folate and 1-C metabolism	Folate and 1-C metabolism	20	0.54731988418671	1.40673799417592	0.0928	0.203783996846669	0.152895048026056	1779	tags=25%, list=10%, signal=23%	ALDH1L1/CHDH/DMGDH/QDPR/MTHFD2L
s3	CII subunits	CII subunits	4	0.79699539885803	1.40079630723275	0.0867924528301887	0.203783996846669	0.152895048026056	3666	tags=100%, list=20%, signal=80%	SDHB/SDHC/SDHA/SDHD
s3	Tetrahydrobiopterin synthesis	Tetrahydrobiopterin synthesis	3	0.845177383592018	1.35626796651051	0.0930693069306931	0.203783996846669	0.152895048026056	2796	tags=100%, list=15%, signal=85%	QDPR/PCBD2/SPR
s5	Transcription	Transcription	8	0.659501467458097	1.42028987904293	0.0910652920962199	0.203812796596302	0.130093274423171	5752	tags=88%, list=32%, signal=60%	MRPL12/POLRMT/TEFM/MTRES1/TFB2M/MTERF1/TOP1MT
s5	Proteases	Proteases	28	0.481255993293941	1.38967153134694	0.0964391691394659	0.210820509281623	0.134566282520185	6797	tags=68%, list=38%, signal=42%	LONP1/HTRA2/ATP23/CLPB/CLPP/PMPCA/USP30/METAP1D/IMMP2L/PARL/AFG3L2/MIPEP/XPNPEP3/SPG7/LAP3/AFG1L/PMPCB/IMMP1L/PITRM1
s6	NAD biosynthesis and metabolism	NAD biosynthesis and metabolism	12	0.583550551827408	1.42426241334312	0.0900562851782364	0.211632270168856	0.14930384121655	7521	tags=100%, list=42%, signal=58%	NMNAT3/SIRT3/KYAT3/SIRT4/NAXD/SIRT5/NOCT/SLC25A51/NUDT13/NAXE/NNT/NADK2
s3	NAD biosynthesis and metabolism	NAD biosynthesis and metabolism	12	0.630159738339753	1.41958485081831	0.101694915254237	0.217257318952234	0.163003811531911	4775	tags=67%, list=26%, signal=49%	NOCT/NMNAT3/SLC25A51/KYAT3/NADK2/NNT/NUDT13/SIRT5
s5	Copper metabolism	Copper metabolism	7	0.66493772487003	1.38437091530716	0.104529616724739	0.21769012401016	0.138951142985208	5371	tags=71%, list=30%, signal=50%	SCO2/COX17/SCO1/SLC25A3/CHCHD7
s5	TOM	TOM	8	0.64174665960915	1.38205346087482	0.104810996563574	0.21769012401016	0.138951142985208	5925	tags=88%, list=33%, signal=59%	TOMM40/TOMM40L/TOMM5/TOMM7/TOMM34/TOMM22/TOMM70
s5	Preprotein cleavage	Preprotein cleavage	8	0.637593568062101	1.37310944151767	0.106529209621993	0.21769012401016	0.138951142985208	6544	tags=100%, list=36%, signal=64%	UQCRC1/UQCRC2/PMPCA/IMMP2L/MIPEP/XPNPEP3/PMPCB/IMMP1L
s4	Vitamin B12 metabolism	Vitamin B12 metabolism	4	0.767502346804535	1.3549170337236	0.0996309963099631	0.217797991933408	0.158531573075829	461	tags=25%, list=3%, signal=24%	MMAB
s3	GABA metabolism	GABA metabolism	7	0.694657462043622	1.40733131467113	0.10873440285205	0.219081272084806	0.164372287006517	2844	tags=57%, list=16%, signal=48%	ALDH5A1/GLUD2/ALDH9A1/GLUD1
s3	Preprotein cleavage	Preprotein cleavage	8	0.677016911560854	1.40028978957693	0.109540636042403	0.219081272084806	0.164372287006517	5833	tags=100%, list=32%, signal=68%	UQCRC2/XPNPEP3/UQCRC1/PMPCA/IMMP2L/PMPCB/MIPEP/IMMP1L
s3	Malate-aspartate shuttle	Malate-aspartate shuttle	6	0.720578917737076	1.39098468482696	0.105360443622921	0.219081272084806	0.164372287006517	4759	tags=67%, list=26%, signal=49%	SLC25A10/SLC25A13/SLC25A11/MDH2
s3	Chaperones	Chaperones	15	0.581883866252902	1.39688320833222	0.116584564860427	0.219924528301887	0.165004965243297	4015	tags=67%, list=22%, signal=52%	TRAP1/TIMM8A/HSPD1/DNAJA3/MAIP1/NRDC/TIMM8B/TIMM10B/PHB/TIMM13
s3	CIV subunits	CIV subunits	16	0.572218526924006	1.39593853097581	0.113673805601318	0.219924528301887	0.165004965243297	6841	tags=88%, list=38%, signal=54%	COX5A/COX5B/COX7B/COX6A1/NDUFA4/COX4I1/COX7A2/COX8A/COX7C/MT-CO2/MT-CO1/MT-CO3/COX6C/COX6B1
s3	Vitamin B12 metabolism	Vitamin B12 metabolism	4	0.772291054108757	1.35737603787239	0.116981132075472	0.219924528301887	0.165004965243297	3677	tags=75%, list=20%, signal=60%	MMAB/MMUT/MMAA
s1	EF hand proteins	EF hand proteins	11	0.64126911952936	1.4046552048457	0.114877589453861	0.224968612680477	0.158712459113886	3428	tags=45%, list=19%, signal=37%	SLC25A13/SLC25A25/RHOT1/EFHD1/MICU2
s6	CI subunits	CI subunits	44	0.405935486797797	1.34415099947079	0.0981697171381032	0.225072034414188	0.15878542181516	4013	tags=41%, list=22%, signal=32%	NDUFS7/NDUFS8/NDUFB7/NDUFV1/NDUFB11/NDUFS6/NDUFB2/NDUFA2/NDUFS2/NDUFC1/NDUFA11/NDUFA10/NDUFA6/NDUFB6/NDUFB5/NDUFB4/NDUFS3/NDUFB10
s5	CII subunits	CII subunits	4	0.77659515494207	1.35905763349017	0.112727272727273	0.225454545454545	0.143907156673114	4034	tags=100%, list=22%, signal=78%	SDHB/SDHA/SDHC/SDHD
s1	Branched-chain amino acid dehydrogenase complex	Branched-chain amino acid dehydrogenase complex	6	0.732921831168983	1.38672239286342	0.117647058823529	0.225690276110444	0.15922158337019	3192	tags=67%, list=18%, signal=55%	BCKDHB/DLD/BCKDHA/DBT
s5	Carnitine synthesis and transport	Carnitine synthesis and transport	6	0.695045019584738	1.38260420932789	0.117750439367311	0.225888597969944	0.144184211470177	837	tags=50%, list=5%, signal=48%	CPT1B/SLC25A20/CPT2
s5	Serine metabolism	Serine metabolism	5	0.728624445194976	1.35318297710274	0.117647058823529	0.225888597969944	0.144184211470177	1708	tags=40%, list=9%, signal=36%	AGXT/SDSL
s2	mt-mRNA modifications	mt-mRNA modifications	3	0.777213077079686	1.33791473778534	0.154008438818565	0.226199894514768	0.121585609593604	3882	tags=67%, list=22%, signal=52%	MTPAP/PDE12
s1	TOM	TOM	8	0.684878783038773	1.41341959791023	0.120689655172414	0.22684766214178	0.16003810431055	3833	tags=75%, list=21%, signal=59%	TOMM40/TOMM40L/TOMM70/TOMM34/TOMM5/TOMM22
s1	Glyoxylate metabolism	Glyoxylate metabolism	6	0.724862568212103	1.3714738903124	0.125490196078431	0.22684766214178	0.16003810431055	4545	tags=83%, list=25%, signal=62%	ALDH4A1/AGXT/LDHB/HOGA1/GRHPR
s1	Mitochondrial permeability transition pore	Mitochondrial permeability transition pore	6	0.724532886722429	1.37085011751044	0.125490196078431	0.22684766214178	0.16003810431055	3499	tags=67%, list=19%, signal=54%	PPIF/SLC25A5/SLC25A4/VDAC3
s5	TIM23 presequence pathway	TIM23 presequence pathway	6	0.688529134556744	1.36964261718155	0.131810193321617	0.228225459462782	0.14567582518901	5624	tags=100%, list=31%, signal=69%	TIMM17B/ROMO1/TIMM50/TIMM21/TIMM23/TIMM17A
s5	CIII assembly factors	CIII assembly factors	6	0.684875766259071	1.36237522838765	0.133567662565905	0.228225459462782	0.14567582518901	3371	tags=50%, list=19%, signal=41%	UQCC3/UQCC1/UQCC2
s5	Heme synthesis and processing	Heme synthesis and processing	13	0.554862721957166	1.35082570558846	0.13128038897893	0.228225459462782	0.14567582518901	5539	tags=62%, list=31%, signal=43%	FDXR/ALAS1/COX10/FECH/PPOX/HCCS/ABCB10/ABCB7
s5	Polycistronic mtRNA processing	Polycistronic mtRNA processing	13	0.55477462034931	1.35061122025383	0.13128038897893	0.228225459462782	0.14567582518901	5180	tags=46%, list=29%, signal=33%	HSD17B10/TBRG4/FASTK/TRMT10C/FASTKD5/ELAC2
s5	mtDNA stability and decay	mtDNA stability and decay	3	0.816485197275707	1.34940474440987	0.128971962616822	0.228225459462782	0.14567582518901	916	tags=33%, list=5%, signal=32%	ENDOG
s5	Translation factors	Translation factors	16	0.529049655270725	1.34585548533353	0.127158555729984	0.228225459462782	0.14567582518901	5434	tags=62%, list=30%, signal=44%	TUFM/COA3/MRPL58/COX14/TACO1/TSFM/TIMM21/GFM1/GFM2/MTIF3
s5	Selenoproteins	Selenoproteins	5	0.713417025590356	1.32494014024716	0.140819964349376	0.228225459462782	0.14567582518901	3284	tags=80%, list=18%, signal=65%	GPX4/TXNRD2/GPX1/SELENOO
s5	mtRNA stability and decay	mtRNA stability and decay	17	0.509300288573656	1.31712053759092	0.138629283489097	0.228225459462782	0.14567582518901	6244	tags=53%, list=35%, signal=35%	ENDOG/LACTB2/TBRG4/FASTK/SLIRP/FASTKD5/SUPV3L1/LRPPRC/PDE12
s5	mtDNA nucleoid	mtDNA nucleoid	11	0.560987202045918	1.3040013449113	0.140728476821192	0.228225459462782	0.14567582518901	5357	tags=64%, list=30%, signal=45%	POLRMT/POLG/ATAD3A/POLDIP2/MTERF2/TWNK/MTERF1
s2	Glutamate metabolism	Glutamate metabolism	7	0.604042896840336	1.32590998960428	0.161073825503356	0.229408175716901	0.123310105648502	2009	tags=57%, list=11%, signal=51%	GLUD2/GPT2/NAT8L/GLUD1
s2	Transcription	Transcription	8	0.576196278444259	1.29512105528578	0.15990990990991	0.229408175716901	0.123310105648502	3780	tags=62%, list=21%, signal=49%	MTERF1/TEFM/MTRES1/TFAM/TFB2M
s1	mtDNA nucleoid	mtDNA nucleoid	11	0.632395667327212	1.38521852772979	0.129943502824859	0.230465835198806	0.162590678807668	4738	tags=73%, list=26%, signal=54%	MTERF2/MTERF1/POLDIP2/TFAM/TWNK/ATAD3A/POLRMT/POLG
s3	Mitochondrial permeability transition pore	Mitochondrial permeability transition pore	6	0.701502597421084	1.35416030827466	0.125693160813309	0.231669747381392	0.173817167688167	3812	tags=67%, list=21%, signal=53%	SLC25A4/PPIF/SLC25A5/SLC25A6
s5	Cytochromes	Cytochromes	4	0.74912883564916	1.31099100487247	0.147272727272727	0.234637904468413	0.149768875192604	3169	tags=75%, list=18%, signal=62%	CYC1/CYCS/CYB5B
s2	Copper metabolism	Copper metabolism	7	0.59769248852398	1.31197046665191	0.167785234899329	0.235400180306521	0.126530891990067	3131	tags=57%, list=17%, signal=47%	CHCHD7/SCO1/COX17/SLC25A3
s2	Folate and 1-C metabolism	Folate and 1-C metabolism	20	0.437102282567474	1.27452755902069	0.17096018735363	0.236327317812371	0.12702924137731	1749	tags=25%, list=10%, signal=23%	CHDH/ALDH1L1/DMGDH/MTHFD2L/QDPR
s4	Transcription	Transcription	8	0.62893612309401	1.39028278097793	0.116086235489221	0.239130434782609	0.174059107064609	5495	tags=75%, list=30%, signal=52%	MRPL12/POLRMT/TOP1MT/TEFM/MTRES1/TFB2M
s4	Iron homeostasis	Iron homeostasis	4	-0.735849445358184	-1.38903127048933	0.119565217391304	0.239130434782609	0.174059107064609	2742	tags=100%, list=15%, signal=85%	SLC25A28/FTH1/SLC25A37
s4	Carnitine synthesis and transport	Carnitine synthesis and transport	6	0.680051860256055	1.37581881916567	0.115318416523236	0.239130434782609	0.174059107064609	1551	tags=50%, list=9%, signal=46%	CPT1B/SLC25A20/CPT2
s4	Coenzyme A metabolism	Coenzyme A metabolism	5	0.701633580490966	1.33103831878897	0.117328519855596	0.239130434782609	0.174059107064609	2591	tags=60%, list=14%, signal=51%	NUDT8/SLC25A42/COASY
s4	CIII assembly factors	CIII assembly factors	6	0.666543824171017	1.34849059415535	0.123924268502582	0.242685025817556	0.176646435365522	4923	tags=67%, list=27%, signal=48%	UQCC3/UQCC1/BCS1L/UQCC2
s4	CIV assembly factors	CIV assembly factors	30	0.44070841285348	1.32247003922787	0.128888888888889	0.247256235827664	0.179973743883518	4857	tags=43%, list=27%, signal=32%	SCO2/COA3/TMEM177/CMC1/PNKD/COA6/COX17/COA4/SMIM20/COA8/COA5/COX10/TIMM21
s5	GABA metabolism	GABA metabolism	7	0.625656039345678	1.30258818451868	0.160278745644599	0.251103368176539	0.160278745644599	4234	tags=71%, list=23%, signal=55%	ALDH5A1/ALDH9A1/GLUD2/ADHFE1/AKR7A2
s5	Glutamate metabolism	Glutamate metabolism	7	0.620742245302118	1.29235788278772	0.168989547038328	0.256579142560451	0.163773920783267	2350	tags=43%, list=13%, signal=37%	GPT2/NAT8L/GLUD2
s5	Eicosanoid metabolism	Eicosanoid metabolism	3	0.779996967695919	1.28910066262814	0.17196261682243	0.256579142560451	0.163773920783267	2184	tags=67%, list=12%, signal=59%	MGST3/PTGES2
s5	Vitamin B12 metabolism	Vitamin B12 metabolism	4	0.733599019806776	1.28381350494477	0.170909090909091	0.256579142560451	0.163773920783267	772	tags=25%, list=4%, signal=24%	MMAB
s1	Carnitine synthesis and transport	Carnitine synthesis and transport	6	0.706222496880418	1.33620600331414	0.149019607843137	0.259404502541757	0.183006535947712	2377	tags=67%, list=13%, signal=58%	SLC25A20/CPT2/TMLHE/CPT1A
s3	CIV assembly factors	CIV assembly factors	30	0.464588640703077	1.29842446753969	0.144817073170732	0.261784709193246	0.19641181988743	5895	tags=60%, list=33%, signal=40%	COA7/COX18/SCO1/COX10/PET117/COX17/PNKD/COA3/COA1/SCO2/TACO1/TIMM21/TMEM177/COA8/COA6/COX15/COA5/HIGD1A
s3	EF hand proteins	EF hand proteins	11	0.598658856758749	1.32923340770945	0.147766323024055	0.262076120080399	0.19663045963479	4343	tags=45%, list=24%, signal=35%	SLC25A13/SLC25A25/RHOT1/MICU3/MICU2
s5	MIA40	MIA40	3	0.775	1.28084217620483	0.179439252336449	0.263551401869159	0.168224299065421	4062	tags=100%, list=23%, signal=78%	AIFM1/GFER/CHCHD4
s3	Cytochromes	Cytochromes	4	0.752369865291868	1.32236262653981	0.154716981132075	0.26932215234102	0.202067012394718	4471	tags=100%, list=25%, signal=75%	CYCS/CYB5B/CYC1/MT-CYB
s3	Cholesterol, bile acid, steroid synthesis	Cholesterol, bile acid, steroid synthesis	12	0.587679676095688	1.32388839616639	0.157627118644068	0.26939907550077	0.20212472629957	3726	tags=50%, list=21%, signal=40%	STAR/HSD17B8/HINT2/HSD17B10/OSBPL1A/SCP2
s3	Serine metabolism	Serine metabolism	5	0.707723893451521	1.30972419135249	0.163003663003663	0.271833429728167	0.203951173480259	139	tags=20%, list=1%, signal=20%	AGXT
s3	Carnitine shuttle	Carnitine shuttle	5	0.705348941719434	1.30532907093111	0.164835164835165	0.271833429728167	0.203951173480259	831	tags=60%, list=5%, signal=57%	SLC25A20/CPT1B/CPT2
s1	GABA metabolism	GABA metabolism	7	0.678806656310222	1.34576335032497	0.161538461538462	0.272053716137995	0.19193039324405	2596	tags=57%, list=14%, signal=49%	ALDH5A1/GLUD2/ALDH9A1/GLUD1
s1	Phospholipid metabolism	Phospholipid metabolism	23	0.502889662400741	1.2891609425054	0.162074554294976	0.272053716137995	0.19193039324405	4733	tags=65%, list=26%, signal=48%	GPAM/CHPT1/PRDX6/PTPMT1/OSBPL1A/AGK/PISD/AGPAT4/ACP6/PRELID3B/LACTB/PNPLA8/PRELID1/TAMM41/STARD7
s5	Folate and 1-C metabolism	Folate and 1-C metabolism	20	0.462393110700664	1.2447245583097	0.188736681887367	0.27294227842173	0.174218475588339	4012	tags=40%, list=22%, signal=31%	CHDH/ALDH1L1/QDPR/FPGS/SARDH/DMGDH/GTPBP3/MTHFD2L
s3	Translation factors	Translation factors	16	0.539253112976451	1.31551874490853	0.171334431630972	0.272973501242566	0.204806546285016	5131	tags=69%, list=28%, signal=49%	GFM1/GFM2/TUFM/MTIF2/COA3/MRRF/MRPL58/TACO1/TIMM21/MTRF1L/MTIF3
s3	Carnitine synthesis and transport	Carnitine synthesis and transport	6	0.680383509911607	1.31339263306226	0.170055452865065	0.272973501242566	0.204806546285016	1831	tags=67%, list=10%, signal=60%	SLC25A20/CPT1B/CPT2/TMLHE
s2	MIA40	MIA40	3	0.751828055183055	1.29421630306249	0.20042194092827	0.273038586192136	0.146762062006971	1833	tags=67%, list=10%, signal=60%	AIFM1/CHCHD4
s5	Catechol metabolism	Catechol metabolism	3	0.769456762749446	1.27168087031681	0.192523364485981	0.273753185293047	0.174736075718966	4162	tags=100%, list=23%, signal=77%	MAOB/COMT/MAOA
s5	MICOS complex	MICOS complex	7	0.605731457791676	1.26110608751716	0.195121951219512	0.273753185293047	0.174736075718966	4361	tags=71%, list=24%, signal=54%	MICOS13/CHCHD6/CHCHD3/APOO/IMMT
