"Cluster"	"cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"abbrev_ID"
"3"	"3"	"GOCC_GOLGI_ASSOCIATED_VESICLE_MEMBRANE"	"GOCC_GOLGI_ASSOCIATED_VESICLE_MEMBRANE"	"16/1855"	"57/17939"	0.000150049389157821	0.00287507677399355	0.00229057088117122	"KDELR3/COPG1/COPZ2/COPE/COPB2/CLTC/CLTB/COPZ1/AP1S1/COPA/AP1B1/SCYL1/AP1M1/COPG2/NCALD/AP1S2"	16	"gocc golgi associated vesicle membrane"
"3"	"3"	"GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_MONOPOLAR_CELL_POLARITY"	"GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_MONOPOLAR_CELL_POLARITY"	"10/1855"	"26/17939"	0.000152547415370473	0.00288839713342654	0.00230118319862998	"MSN/FSCN1/MAP1B/CDC42/RHOA/EZR/PRKCI/PTK7/FAT1/GBF1"	10	"gobpestablishmentormntnncofmnplrcllplrty."
"3"	"3"	"GOBP_GLUCOSE_CATABOLIC_PROCESS"	"GOBP_GLUCOSE_CATABOLIC_PROCESS"	"10/1855"	"26/17939"	0.000152547415370473	0.00288839713342654	0.00230118319862998	"PFKP/PKM/PGK1/PGAM1/ENO1/TPI1/PFKL/ENO2/HK1/LRP5"	10	"gobp glucose catabolic process"
"3"	"3"	"KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY"	"KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY"	"10/1855"	"26/17939"	0.000152547415370473	0.00288839713342654	0.00230118319862998	"GNB4/RAC2/CFL2/GNB1/GNB2/RAC1/CFL1/GNG12/PAK1/LIMK1"	10	"kggmdcspthgnhvgp120tcxcr4gnbgrcsgnlngpth."
"3"	"3"	"KEGG_MEDICUS_REFERENCE_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY"	"KEGG_MEDICUS_REFERENCE_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY"	"10/1855"	"26/17939"	0.000152547415370473	0.00288839713342654	0.00230118319862998	"GNB4/RAC2/CFL2/GNB1/GNB2/RAC1/CFL1/GNG12/PAK1/LIMK1"	10	"keggmedicusrefernccxcr4gnbgrcsgnlngpthwy."
"3"	"3"	"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_ANTEROGRADE_AXONAL_TRANSPORT"	"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_ANTEROGRADE_AXONAL_TRANSPORT"	"10/1855"	"26/17939"	0.000152547415370473	0.00288839713342654	0.00230118319862998	"TUBA1A/TUBB6/TUBA1C/TUBB4B/TUBA1B/TUBB/TUBB2A/TUBB3/KLC1/KLC2"	10	"kggmdcsvrntmttncsdabrrnthtttantrgrdaxnlt."
"3"	"3"	"REACTOME_HCMV_INFECTION"	"REACTOME_HCMV_INFECTION"	"23/1855"	"99/17939"	0.000152710808279642	0.00288839713342654	0.00230118319862998	"PML/TUBA1A/TUBB6/TUBA1C/TUBB4B/TUBA1B/SEC13/DYNLL1/ITGB1/TUBB2A/TUBB3/CHMP2A/CHMP3/CHMP6/DYNC1I2/CHMP4B/NCOR2/TBL1X/CHMP1A/ELK1/NUP58/VPS37C/VPS37B"	23	"reactome hcmv infection"
"3"	"3"	"GOCC_EARLY_ENDOSOME_MEMBRANE"	"GOCC_EARLY_ENDOSOME_MEMBRANE"	"37/1855"	"193/17939"	0.000157571072115883	0.00297394310413146	0.00236933759063463	"SPHK1/PML/EHD4/ANXA1/SNX6/EHD1/CLIP3/STX7/STX12/ATP13A3/SNX7/SLC39A14/SORCS2/RAB11FIP5/WASHC2A/TOM1/UBXN6/RABGEF1/MTMR2/ITCH/SNX30/SNX12/WASHC5/WASHC2C/SLC1A1/BOK/LITAF/SNX8/STAM2/TICAM2/HLA-F/INPP5B/TPCN1/LLGL1/DTX3L/PI4K2B/PMEPA1"	37	"gocc early endosome membrane"
"3"	"3"	"GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION"	"GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION"	"50/1855"	"287/17939"	0.000158300137834409	0.00298131926254804	0.00237521416890091	"KLF2/INHBA/AXL/IL6/LRRC32/GBP1/PML/XAF1/THBS1/GAS6/NPTN/ANXA1/TSPO/RAC1/FN1/GATA6/EZR/SOCS5/HOMER3/SIRPA/ADCY7/C1QTNF3/HDAC7/RPS6KA4/NAV3/TWSG1/IL33/BCL3/CD2AP/NMI/PPP1R11/SIGIRR/SMAD7/SYT11/RABGEF1/KLF4/ITCH/LGR4/NLRX1/ELF4/CYLD/ATP2B1/NPLOC4/ASB1/RELB/ERBIN/ZC3H12A/HLA-F/KAT5/BST2"	50	"gobpnegativregulationofcytokinproduction."
"3"	"3"	"WP_HDAC6_INTERACTIONS_IN_THE_CENTRAL_NERVOUS_SYSTEM"	"WP_HDAC6_INTERACTIONS_IN_THE_CENTRAL_NERVOUS_SYSTEM"	"25/1855"	"112/17939"	0.000159191216886395	0.00298809993052273	0.00238061632050889	"SGK1/MAPK3/NEDD9/MYH9/CTTN/OPTN/TUBA1C/PPP1CA/RAD23B/MAP1B/HIF1A/TUBB/RAC1/HSPB1/VIM/DCTN1/TUBB3/FUS/DYNC1I2/PXN/BDNF/ATP13A2/SMAD7/MAPRE1/KAT5"	25	"wphdac6interactionsinthcentralnervssystm."
"3"	"3"	"REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS"	"REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS"	"22/1855"	"93/17939"	0.000159338208230733	0.00298809993052273	0.00238061632050889	"MAPK3/KRAS/NRG1/TUBA1A/TUBB6/TUBA1C/TUBB4B/TUBA1B/RAC1/TUBB2A/TUBB3/CAMK2D/NRAS/CAMK2G/HRAS/RPS6KA3/DLG1/PRKAR1B/RPS6KA2/PRKAA1/LIN7B/PPM1F"	22	"reactmactvtnofnmdrcptrsandpstsynptcevnts."
"3"	"3"	"GOMF_EXTRACELLULAR_MATRIX_BINDING"	"GOMF_EXTRACELLULAR_MATRIX_BINDING"	"17/1855"	"63/17939"	0.000160434867982768	0.0030022779753718	0.00239191195510794	"LTBP2/SLIT2/ADAM9/THBS1/VEGFA/CCN1/TGFBI/ITGB1/LGALS1/LRRC15/BCAM/ITGAV/VWA1/BGN/AGRN/TNXB/PLEKHA2"	17	"gomf extracellular matrix binding"
"3"	"3"	"REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY"	"REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY"	"11/1855"	"31/17939"	0.000166867714482039	0.00310945462039048	0.00247729948438786	"SKIL/SMURF2/SERPINE1/MAPK3/STAT1/HDAC1/SMAD3/NCOR2/SMAD7/SKI/USP9X"	11	"rectmdwnrgltnofsmd23smd4trnscrptnlactvty."
"3"	"3"	"REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III"	"REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III"	"11/1855"	"31/17939"	0.000166867714482039	0.00310945462039048	0.00247729948438786	"TUBA1A/TUBB6/TUBA1C/TUBB4B/TUBA1B/TUBB2A/TUBB3/CHMP2A/CHMP3/CHMP6/CHMP4B"	11	"reactomsealingofthnuclearenvelpnbyescrti."
"3"	"3"	"GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT"	"GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT"	"41/1855"	"222/17939"	0.000168043913531773	0.00312443883674383	0.00248923739504354	"KLF2/CCN2/EXT1/FGF2/TNC/HEG1/WNT2/MAPK3/KRAS/BASP1/FGF1/VEGFA/LOX/PPP1CA/EIF4G1/CTSZ/CDC42/YWHAZ/RCN3/ANXA2/GATA6/LOXL3/JMJD6/YAP1/PLOD3/SRF/CCBE1/BAG6/RPGRIP1L/PTK7/RARG/MSC/SELENON/RBPJ/SKI/BMPR2/ASXL1/ELK1/ZFPM2/RDH10/STK40"	41	"gobp respiratory system development"
