Gene	alignment_similarity_percentage	opt_alignment_cost	l2fc	color	abs_l2fc
ZNF385D	0.7895	19.727533264703748	-0.07573940418988265	green	0.07573940418988265
CLDN4	0.7895	19.271234901608597	0.07389835152981167	green	0.07389835152981167
KIF2C	0.7895	18.833353202822842	0.07042038918306134	green	0.07042038918306134
ST6GALNAC5	0.7895	18.559229309992993	0.0671970191021786	green	0.0671970191021786
PEX5L	0.7895	19.041709375621483	-0.06548018396206699	green	0.06548018396206699
TACSTD2	0.7895	18.48241724717411	-0.058758943732576674	green	0.058758943732576674
DBX2	0.7895	17.644180441101586	0.05454857624493176	green	0.05454857624493176
PBK	0.7895	20.581353922772504	0.05205414264335228	green	0.05205414264335228
TRIML2	0.7895	17.374233536079362	0.05154530149420416	green	0.05154530149420416
DHRS9	0.7895	18.667392567552373	0.05132840244311405	green	0.05132840244311405
AQP7	0.7895	19.310158743058725	-0.049576499184668894	green	0.049576499184668894
ISG20	0.7895	21.09845005315267	-0.04917553219659639	green	0.04917553219659639
ESCO2	0.7895	19.034529228977025	0.048270374779897825	green	0.048270374779897825
TPPP3	0.7895	18.971165303549782	0.04699232372163261	green	0.04699232372163261
GPR1	0.7895	22.40946892326207	-0.04352091681291791	green	0.04352091681291791
CENPA	0.7895	19.0150637735034	-0.043520709523554794	green	0.043520709523554794
ASPM	0.7895	19.989359522778223	0.04154500435066777	green	0.04154500435066777
FLT1	0.7895	18.28737634484829	0.041419170857228044	green	0.041419170857228044
TAGLN3	0.7895	18.3651593430561	-0.035588612626806716	green	0.035588612626806716
MTFR2	0.7895	18.393975472725558	-0.03225996388594428	green	0.03225996388594428
GPT	0.7895	18.533666655371878	-0.031173080420608953	green	0.031173080420608953
