Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
s1.up	GOBP_REPLACEMENT_OSSIFICATION	GOBP_REPLACEMENT_OSSIFICATION	15/2236	25/13084	1.72716578478797e-06	0.000149838274775683	0.000130033906615049	IFT80/COL1A1/MEF2D/TEK/RUNX2/CSGALNACT1/BMP6/MMP16/FGF18/MMP14/NPR2/CBS/NAB2/EXT1/COL13A1	15
s1.up	WP_CANCER_PATHWAYS	WP_CANCER_PATHWAYS	110/2236	423/13084	1.76940505726996e-06	0.000152330917831226	0.000132197092989121	WNT16/HGF/FAS/DAPK2/LAMA3/TRAF1/LAMC2/CAMK2B/LPAR2/RASSF1/CAMK2A/PTGS2/GLI2/RARB/FGFR1/TRAF5/MECOM/MMP2/BIRC5/FLT3LG/LAMB1/GSTT2/HIF1A/LAMA1/IKBKB/IL7/TGFB1/JAK3/MET/WNT2/CXCL12/NFKB1/BIRC2/GLI1/WNT5B/GNB3/VEGFA/LAMA4/PDGFRB/WNT5A/TFG/FN1/NFE2L2/AKT3/SLC2A1/APAF1/ADCY7/CDK2/NCOA3/PTGER2/MAX/RAC2/CALML4/PLD2/ADCY4/GSTM1/WNT2B/PDGFRA/ETS1/LAMC1/IL6/MYC/PIM1/ADCY3/BRCA2/IGF1R/PML/PMAIP1/ERBB2/TPM3/WNT9A/CAMK2D/EGFR/LPAR4/MMP3/VEGFC/PRKCA/FZD1/RUNX1/FGFR4/ADCY9/TGFBR2/IL15/HHIP/ITGA2/FZD6/VEGFD/STAT6/SMAD3/NKX3-1/BDKRB2/AXIN2/CALML6/FOS/STAT2/PLEKHG5/LAMB2/ARNT2/CTBP2/FZD2/NQO1/F2R/PTCH1/COL4A5/LAMA2/LPAR1/TXNRD1/DLL1/RASSF5/EGLN2	110
s1.up	GOBP_HEMOSTASIS	GOBP_HEMOSTASIS	54/2236	170/13084	1.82361910116962e-06	0.000155808910780235	0.000135215393960727	TFPI/PLAUR/DGKA/RAB27A/LMAN1/FBLN1/FAP/CD59/MYH9/PROCR/HTR2A/DGKH/PLAT/FGL1/TFPI2/SERPINE1/VTN/ADTRP/NFE2L2/PLAU/F10/PDGFRA/SERPINE2/IL6/TLR4/TLN1/THBS1/ENTPD1/SERPING1/PTPRJ/SLC7A11/FLI1/DGKE/PRKCA/PDPN/PF4/ITGA2/F2RL2/F2RL1/FZD6/SVEP1/AXL/SERPINF2/COL3A1/HPSE/SAA1/F2R/GAS6/ACTG1/PROS1/PLSCR1/FLNA/PAPSS2/MFSD2B	54
s6.up	GOBP_ISOPRENOID_BIOSYNTHETIC_PROCESS	GOBP_ISOPRENOID_BIOSYNTHETIC_PROCESS	13/1587	25/13084	1.4835688993778e-06	0.000156722994968292	0.000147793407447511	IDI1/DHRS9/HMGCS1/HMGCR/RBP1/DHDDS/RDH10/CYP1A1/FDPS/PMVK/PDSS2/MVD/COQ2	13
s6.up	GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	83/1587	411/13084	1.50578738230477e-06	0.000157446972515072	0.000148476135011362	COX10/MDH1/AIFM2/GYG2/CS/SPHK2/FECH/PYGM/PRKACA/ACAT1/PGM1/AACS/OXCT1/COQ9/DLD/FH/IDH3B/PPIF/ALDOC/ATP5F1B/POMC/ATP5PB/ACADM/SDHB/HMGCL/MTFR1L/DLST/DNAJC15/CAT/SLC25A51/NDUFA10/PDHA1/SELENOS/PPP1R3D/KL/PPP1R1A/COQ10A/SUCLA2/NDUFB5/IDH1/COX17/ETFA/CYP1A2/UQCRC2/SIRT3/SDHC/ALDH1L1/NIPSNAP2/SURF1/ATPSCKMT/SLC25A4/ATP5F1A/PID1/UCHL1/PFKFB1/PINK1/NDUFS2/ACOX1/CHCHD4/SUCLG1/PGAM2/ATP5F1C/GHITM/IDH3A/GPD1/PDHB/UQCRFS1/ETFDH/SLC25A33/CYCS/BPGM/UCP2/NUPR1/BNIP3/DNAJC30/TALDO1/ADIPOQ/DHTKD1/IDH2/SDHD/ETFRF1/CEBPA/CHCHD10	83
s5.up	GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	30/406	317/13084	5.50428988765866e-08	0.000165569039820773	0.000153859387333448	ELN/COL23A1/FGFR2/GPC4/FBLN1/NID2/ICAM1/LAMA1/SRPX2/VTN/MGP/SMOC2/TGFB3/FMOD/COL21A1/EMILIN2/WNT2B/FRAS1/HAPLN3/GPC3/HMCN2/SPARCL1/ADAMTS1/ACAN/SERPINB9/A2M/S100A10/SMOC1/EGFL6/SPON1	30
s1.up	GOCC_GOLGI_LUMEN	GOCC_GOLGI_LUMEN	25/2236	57/13084	2.03317669075261e-06	0.000169853086802281	0.000147403328425869	DCN/VCAN/TGFB1/OGN/VTN/WNT5B/WNT5A/ABCC5/SDC1/FMOD/F10/OMD/NGF/LUM/MMP16/MMP14/ACAN/GOLIM4/MUC20/GAS6/GPC6/PROS1/MUC1/PRELP/MUC19	25
s1.up	GOBP_REGULATION_OF_STEM_CELL_PROLIFERATION	GOBP_REGULATION_OF_STEM_CELL_PROLIFERATION	27/2236	64/13084	2.01922795056742e-06	0.000169853086802281	0.000147403328425869	SNAI2/RARB/FGFR1/FBLN1/TGFB1/HOXA3/WNT5A/PRRX1/RUNX2/AGO3/DGCR8/PIM1/FGF2/HMGA2/VEGFC/GJA1/CD109/ACE/TGFBR2/HMGB2/OSR2/LTBP3/SHOX2/RARG/ZFP36L1/PTCH1/N4BP2L2	27
s1.up	GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_KINASE_ACTIVITY	GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_KINASE_ACTIVITY	27/2236	64/13084	2.01922795056742e-06	0.000169853086802281	0.000147403328425869	MUSK/LTBP1/FGFR1/NRP1/PDGFRL/MET/ENG/PDGFRB/ACVR1/EFEMP1/EPHA4/NRP2/TEK/ACVR2A/PDGFRA/IGF1R/ERBB2/EPHA2/EGFR/CRIM1/FGFR4/DDR2/TGFBR2/AXL/ROR2/ROR1/IGF2R	27
s6.up	KEGG_MEDICUS_REFERENCE_MEVALONATE_PATHWAY	KEGG_MEDICUS_REFERENCE_MEVALONATE_PATHWAY	8/1587	10/13084	1.65427407394629e-06	0.000171225721573006	0.000161469813916289	IDI1/ACAT1/HMGCS1/HMGCR/ACAT2/FDPS/PMVK/MVD	8
s6.up	GOBP_AEROBIC_RESPIRATION	GOBP_AEROBIC_RESPIRATION	44/1587	176/13084	1.73471444456424e-06	0.000177756189134497	0.000167628195801049	COX10/MDH1/CS/COQ9/DLD/FH/IDH3B/PPIF/ATP5F1B/ATP5PB/SDHB/MTFR1L/DLST/DNAJC15/CAT/SLC25A51/NDUFA10/PDHA1/SUCLA2/NDUFB5/IDH1/UQCRC2/SIRT3/SDHC/NIPSNAP2/SURF1/ATPSCKMT/ATP5F1A/PINK1/NDUFS2/SUCLG1/ATP5F1C/GHITM/IDH3A/PDHB/UQCRFS1/SLC25A33/CYCS/NUPR1/BNIP3/DNAJC30/IDH2/SDHD/CHCHD10	44
s1.up	GOBP_ENDODERM_FORMATION	GOBP_ENDODERM_FORMATION	22/2236	47/13084	2.19797334642821e-06	0.000182270172066304	0.000158179227361374	LAMA3/ITGB5/MMP2/LAMB1/MYH9/DKK1/VTN/COL12A1/COL7A1/ITGA4/FN1/DUSP1/COL5A1/DUSP5/GATA6/COL8A1/HMGA2/MMP14/ITGA5/BRD3/COL5A2/POU5F1	22
s2.up	GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR	GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR	24/1954	57/13084	6.61177163230973e-07	0.000184739680710972	0.00018131066068628	NDUFS1/NDUFB3/NDUFA1/NDUFA5/RTN4IP1/NDUFB5/NDUFB9/NDUFC2/AKR1C2/CBR3/NDUFV3/NDUFS4/NDUFS5/NDUFB1/NDUFA12/NDUFA4/MT-ND6/MT-ND2/MT-ND5/MT-ND3/MT-ND4/CRYZL1/MT-ND4L/NDUFS3	24
s1.up	GOBP_REGULATION_OF_NEUROGENESIS	GOBP_REGULATION_OF_NEUROGENESIS	81/2236	290/13084	2.24645797601581e-06	0.000184931044186177	0.000160488407691087	SOX8/RUFY3/VCAN/CAMK2B/ASPM/HES2/PLXNA2/MAP2/SMARCD3/NRP1/HIF1A/NFATC4/MCF2/SLC7A5/EEF2K/ANKRD27/NUMBL/TGFB1/PTN/WNT2/PTPRZ1/LIMK1/CXCL12/CAPRIN2/VEGFA/MAN2A1/WNT5A/PLXNA1/CLCN2/FN1/ID2/DLX2/EPHA4/PROX1/HOXB3/LIF/RNF112/PLXNA3/MAP1B/SPART/BHLHE40/SERPINE2/PLXNC1/APPL2/IL6/SKIL/IL33/ZNF365/SEMA7A/FGF2/DLX1/SLIT2/EGFR/VEGFC/PTPRD/THY1/TIAM1/ACAN/ACE/DISC1/TRIM46/PLXNB1/HMGB2/ISLR2/SHOX2/DAB1/FBXW8/CLCF1/BAIAP2/BDNF/CDH4/GATA2/ROBO2/TRPV2/RELN/SYNGAP1/DLL1/GJC2/L1CAM/TGM2/ETV5	81
s6.up	GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	14/1587	29/13084	1.85451891295968e-06	0.000188151042585127	0.000177430782917872	ELOVL5/ACAA1/ELOVL1/TECR/ACOT2/ELOVL3/PEX5/ACSL1/ACOX1/ACSL6/ACOX2/ABCD2/ACOT4/ACOT1	14
s1.up	REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	31/2236	79/13084	2.35476058888614e-06	0.000192441955952593	0.000167006590049301	HGF/PTGS2/FSCN1/MMP2/BIRC5/HIF1A/TIMP1/TGFB1/JAK3/VEGFA/FN1/FOXO3/IL13RA2/LIF/LBP/IL6/MYC/PIM1/IRF4/FGF2/ZEB1/MMP3/COL1A2/STAT6/FOS/SOCS5/JUNB/SAA1/SOCS3/MUC1/CEBPD	31
s2.up	KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS	KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS	25/1954	61/13084	7.18373024345231e-07	0.00019570277115725	0.000192070261245988	COX10/NDUFS1/NDUFAF5/UCP1/NDUFB3/NDUFAF4/ATP5F1E/NDUFA1/COX6B1/NDUFAF1/UQCRC2/SDHC/NDUFB9/NDUFC2/ATP5F1A/NDUFAF6/UQCRB/NDUFS4/UQCRFS1/COX5A/NDUFA12/NDUFA4/COX20/NDUFS3/ATP5PO	25
s1.up	GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_MATRIX_ADHESION	GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_MATRIX_ADHESION	11/2236	15/13084	2.46741071330065e-06	0.000198767557318605	0.000172496126408041	PLAUR/TNC/LAMB1/LAMA1/VTN/NID1/PLAU/LAMC1/TNXB/LAMB2/LAMA2	11
s1.up	GOMF_MONOATOMIC_CATION_CHANNEL_ACTIVITY	GOMF_MONOATOMIC_CATION_CHANNEL_ACTIVITY	56/2236	180/13084	2.45451999820816e-06	0.000198767557318605	0.000172496126408041	TSPOAP1/CACNA1G/MCOLN3/CACNB1/KCNAB2/ABCC9/KCNK2/TRPM3/P2RX5/SLC4A11/ITPR3/KCNK6/KCND1/KCNN4/GRIN2D/CACNG7/NCS1/CHRNE/STIM2/TRPV4/KCNA1/PKD2/FKBP1B/HVCN1/GRIA3/TRPM4/KCNK1/SCN2A/CALHM2/CACNG8/KCNH1/TRPC1/CACNA1C/KCNE4/MCOLN2/GRIA1/KCNMA1/CACNA2D3/KCNJ15/KCNT2/GRIK2/CACNB2/CATSPER2/KCNS3/KCNJ14/CACNB4/GRIN2A/KCNJ12/KCND2/KCNQ5/RASA3/TPCN1/TRPV2/RYR1/TRPV1/SCN8A	56
s1.up	GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION	GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION	42/2236	122/13084	2.55821862780616e-06	0.000204621203435446	0.000177576086609493	VCAN/ASPM/LIMS2/NDE1/RARB/FGFR1/SMARCD3/HIF1A/NUMBL/TGFB1/PTN/WNT2/PTPRZ1/IFT20/KCNA1/VEGFA/WNT5A/ID2/PROX1/FOXO3/NES/APPL2/FGF2/VEGFC/ACAN/IGF2BP1/DISC1/HHIP/FZD6/MELK/ZNF503/CEP120/ATF5/CDH2/SHCBP1/BBS1/GATA2/LRRK2/FLNA/GJC2/ADGRG1/TRNP1	42
s2.up	GOCC_NADH_DEHYDROGENASE_COMPLEX	GOCC_NADH_DEHYDROGENASE_COMPLEX	22/1954	50/13084	7.74298634499598e-07	0.000205793468783954	0.000201973661784748	NDUFS1/NDUFB3/NDUFA1/NDUFA5/NDUFB5/DMAC1/NDUFAF1/NDUFB9/NDUFC2/NDUFV3/NDUFS4/NDUFS5/NDUFB1/NDUFA12/NDUFA4/MT-ND6/MT-ND2/MT-ND5/MT-ND3/MT-ND4/MT-ND4L/NDUFS3	22
s2.up	GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H	GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H	29/1954	77/13084	7.9767624195405e-07	0.000206959000204126	0.000203117559354716	NDUFS1/CYB5R3/NNT/NDUFB3/ENOX1/NDUFA1/NDUFA5/RTN4IP1/NDUFB5/NDUFB9/NDUFC2/AKR1C2/CBR3/NDUFV3/NDUFS4/NDUFS5/NDUFB1/RNLS/NDUFA12/NDUFA4/MT-ND6/MT-ND2/MT-ND5/MT-ND3/MT-ND4/CRYZL1/MT-ND4L/NDUFS3/NOX5	29
s6.up	GOBP_LIPID_HOMEOSTASIS	GOBP_LIPID_HOMEOSTASIS	35/1587	128/13084	2.2320883636432e-06	0.000224237347669136	0.000211461002871461	PNPLA4/ABHD5/NR1H3/SOAT1/DGAT2/ABCB11/C1QTNF3/ABHD4/TMEM97/MTCH2/COMMD9/RBP1/NPC2/GPAM/EPHX2/ANGPTL8/SURF4/LAMTOR1/TLCD4/SAR1B/LDLRAP1/ABCG1/TLCD1/ACOX1/ADORA1/ACOX2/CNBP/ORMDL3/LPL/CAV3/DGAT1/INSIG1/FITM2/CES1/CEBPA	35
s1.up	GOBP_TISSUE_MIGRATION	GOBP_TISSUE_MIGRATION	78/2236	278/13084	2.85670578489098e-06	0.000225300194699304	0.000195521902008953	KRIT1/PRSS3/ANLN/DCN/SNAI2/ADGRA2/HDAC7/SP100/PTGS2/FGFR1/FAP/PXN/NRP1/MYH9/LGMN/HIF1A/SRPX2/FOXF1/CTSH/PRKD2/TGFB1/PTN/MET/GAB1/FBXW7/ADTRP/VEGFA/WNT5A/FOXP1/NFE2L2/AKT3/PROX1/NRP2/TEK/NR4A1/ID1/RHOJ/RIN2/ETS1/KLF4/CCN3/THBS1/CYP1B1/FGF2/ANXA3/FGF7/EPHA2/SLIT2/PLK2/DOCK5/VEGFC/ADAM17/PRKCA/FGF18/STC1/ACTC1/PLPP3/TGFBR2/ITGA2/BMPER/GREM1/ADAM9/LRG1/PLEKHG5/CLEC14A/FOXC2/GATA2/EGR3/CCBE1/PRKD1/NR2F2/FGF16/DPP4/MIR10B/MIR199A1/ZNF580/LTB4R2/PDCD6	78
s1.up	GOBP_MUSCLE_CELL_DIFFERENTIATION	GOBP_MUSCLE_CELL_DIFFERENTIATION	90/2236	333/13084	2.84843171825338e-06	0.000225300194699304	0.000195521902008953	PLEKHO1/PRDM6/NEO1/HDAC4/ATP11A/SPEG/RARB/ITGA8/SMARCD3/NOX4/LAMB1/MYH9/NFATC4/LAMA1/FOXF1/TGFB1/ENG/DKK1/CNTNAP1/MYH3/IFT20/WNT5B/VEGFA/TBX18/LOX/PDGFRB/FOXP1/ACVR1/IGFBP5/FHL2/ID2/SDC1/NID1/RGS4/PROX1/MED28/TNFSF14/FLNC/TNNT3/DNMT1/SYNE1/TMEM204/MYO18B/PTGFRN/PDGFRA/LAMC1/CCN3/TMOD3/PRICKLE1/GATA6/MYOM3/KCNH1/DOCK5/ZEB1/ANKRD1/UCHL1/SORBS2/TTN/MMP14/RCAN1/ACTC1/ANKRD23/PI16/GREM1/SEMA4C/SHOX2/KRT8/CDH2/AKAP13/KRT19/LAMB2/MYOZ2/EFEMP2/BDNF/PLEC/CACNB4/SLC8A1/NEB/ACTG1/PRKD1/SMYD3/STAC3/COL14A1/RYR1/LAMA2/DLL1/ALPK2/MIR590/MIR199A1/KLHL41	90
s2.up	GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN	GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN	12/1954	18/13084	9.18260764712531e-07	0.000232704361699359	0.000228385051884439	COX7A2/COX6B1/COX7C/COX7B/AFG1L/COX6C/CYCS/COX5A/NDUFA4/MT-CO2/MT-CO1/MT-CO3	12
s1.up	GOBP_TELENCEPHALON_DEVELOPMENT	GOBP_TELENCEPHALON_DEVELOPMENT	62/2236	207/13084	2.99119892887801e-06	0.000234269038332543	0.000203305319011022	SYNE2/ASPM/NDE1/RARB/LAMB1/EFHC1/HIF1A/SALL1/RPGRIP1L/NUMBL/CXCL12/SLC1A2/KCNA1/MDGA1/WNT5A/FOXP1/ID2/DLX2/SLC2A1/PROX1/PLXNA3/SLC38A2/SCN2A/SEMA7A/ANXA3/IGF1R/DLX1/SLIT2/EGFR/TACC1/FEZ1/KIRREL3/SLC7A11/PRDM8/GRIA1/IGF2BP1/DISC1/SUN1/NDEL1/BMERB1/SEMA6B/MFSD2A/COL3A1/CEP120/ATF5/ARL13B/CDH2/DAB1/BBS1/OXTR/EXT1/ALDH1A3/SLIT3/ROBO2/LRRK2/RELN/FAT4/FLNA/LPAR1/TCTN1/ADGRG1/SRGAP2	62
s1.up	GOMF_LIGAND_GATED_CALCIUM_CHANNEL_ACTIVITY	GOMF_LIGAND_GATED_CALCIUM_CHANNEL_ACTIVITY	14/2236	23/13084	3.04053033438309e-06	0.000234870555555976	0.000203827332725984	MCOLN3/ITPR3/GRIN2D/PKD2/FKBP1B/GRIA3/TRPM4/MCOLN2/GRIA1/GRIN2A/RASA3/TPCN1/RYR1/TRPV1	14
s1.up	WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS	WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS	14/2236	23/13084	3.04053033438309e-06	0.000234870555555976	0.000203827332725984	ITGB5/LAMA4/FN1/COL5A1/LAMC1/THBS1/ITGA11/COL6A3/COL1A2/TNXB/COL3A1/LAMB2/THBS2/COL5A2	14
s1.up	KEGG_MEDICUS_REFERENCE_RTK_PLCG_ITPR_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_RTK_PLCG_ITPR_SIGNALING_PATHWAY	19/2236	38/13084	3.15219451957243e-06	0.000241839794501618	0.000209875436039989	HGF/FGFR1/ITPR3/MET/VEGFA/PDGFRB/NGF/PDGFRA/FGF5/FGF2/FGF7/ERBB2/EGFR/VEGFC/FGF18/FGFR4/VEGFD/PDGFD/FGF16	19
s1.up	GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION	GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION	31/2236	80/13084	3.22094754356424e-06	0.000242172309308783	0.000210164001824985	ARHGAP44/PRKCZ/MPP4/DSP/STX1B/CACNG7/WNT5A/KIF3A/DLG4/ADAM10/MAPK8IP3/CLSTN3/ERBB2/GRIP2/OGT/DLG5/ZDHHC7/RAPSN/JAM3/MAP1A/NLGN1/NLGN2/NETO2/CLSTN1/HEG1/BAIAP2/GPC6/GRIN2A/ACTG1/RELN/FLNA	31
s1.up	GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	31/2236	80/13084	3.22094754356424e-06	0.000242172309308783	0.000210164001824985	PRKCZ/RIMS1/P2RX5/SSH1/STX1B/GRIN2D/MET/STX1A/CHRNE/KCNA1/RGS4/GRIA3/SYNE1/DLG4/TMEM25/GRIA1/GRIK2/NLGN1/NLGN2/BAIAP2/RIMS2/ABAT/GRIN2A/KCND2/GABRA5/LRRK2/RELN/NLGN3/TRPV1/GABBR1/S1PR2	31
s1.up	GOMF_LIGAND_GATED_CHANNEL_ACTIVITY	GOMF_LIGAND_GATED_CHANNEL_ACTIVITY	31/2236	80/13084	3.22094754356424e-06	0.000242172309308783	0.000210164001824985	MCOLN3/ABCC9/P2RX5/ITPR3/KCNK6/KCNN4/GRIN2D/CHRNE/PKD2/FKBP1B/GRIA3/TRPM4/KCNK1/ANO7/ANO4/MCOLN2/GRIA1/KCNMA1/KCNJ15/KCNT2/GRIK2/GABRB3/CATSPER2/KCNJ14/GRIN2A/KCNJ12/RASA3/GABRA5/TPCN1/RYR1/TRPV1	31
s1.up	WP_FOCAL_ADHESION_PI3KAKTMTORSIGNALING	WP_FOCAL_ADHESION_PI3KAKTMTORSIGNALING	70/2236	243/13084	3.33773141679588e-06	0.000249290959725987	0.000216341768653664	HGF/TNC/LAMA3/LAMC2/SLC2A3/NGFR/LPAR2/PPP2R2C/FGFR1/ITGA8/ITGB5/LAMB1/HIF1A/LAMA1/FGF14/IKBKB/JAK3/ITGB8/MET/COL1A1/VTN/GNB3/VEGFA/LAMA4/PDGFRB/ITGA4/FN1/AKT3/SLC2A1/FOXO3/TEK/HIF3A/COL5A1/NGF/PDGFRA/LAMC1/THBS1/ITGA11/FGF2/FGF7/IGF1R/EPHA2/ITGA10/OSMR/EGFR/LPAR4/VEGFC/FGF18/CREB3L1/FGFR4/ITGA5/FGF11/ITGA2/COL1A2/VEGFD/TNXB/COL3A1/THBS3/PDGFD/LAMB2/F2R/CREB3L2/THBS2/RELN/FGF16/LAMA2/LPAR1/COL11A2/COL5A2/STRADA	70
s6.up	GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS_WITH_A_FLAVIN_AS_ACCEPTOR	GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS_WITH_A_FLAVIN_AS_ACCEPTOR	9/1587	13/13084	2.5164349618205e-06	0.000250348631590045	0.000236084547261238	TECR/GCDH/ACADL/ACADM/IVD/ACAD8/ACAD9/ACADSB/HIBCH	9
s6.up	GOBP_AMINO_ACID_BETAINE_METABOLIC_PROCESS	GOBP_AMINO_ACID_BETAINE_METABOLIC_PROCESS	10/1587	16/13084	2.6864457364136e-06	0.000259698202462549	0.000244901408741577	CHDH/CRAT/ACADL/ACADM/DMGDH/BHMT2/ALDH9A1/CPT2/ALDH7A1/SLC22A4	10
s6.up	WP_TCA_CYCLE_AND_DEFICIENCY_OF_PYRUVATE_DEHYDROGENASE_COMPLEX_PDHC	WP_TCA_CYCLE_AND_DEFICIENCY_OF_PYRUVATE_DEHYDROGENASE_COMPLEX_PDHC	10/1587	16/13084	2.6864457364136e-06	0.000259698202462549	0.000244901408741577	MDH1/CS/DLD/FH/DLST/PCK1/ACLY/PDHA1/IDH1/IDH3A	10
s6.up	GOBP_DITERPENOID_METABOLIC_PROCESS	GOBP_DITERPENOID_METABOLIC_PROCESS	21/1587	59/13084	2.68306674093608e-06	0.000259698202462549	0.000244901408741577	PNPLA4/HSD17B6/RETSAT/DGAT2/ALDH3A2/DHRS9/AKR1B1/DHRS7/RBP1/PECR/RDH10/RDH5/RBP4/CYP1A1/CYP1A2/SRD5A1/DHRS4/ALDH1A1/DGAT1/DHRS4L2/ABCA4	21
s6.up	GOBP_NEUTRAL_LIPID_METABOLIC_PROCESS	GOBP_NEUTRAL_LIPID_METABOLIC_PROCESS	31/1587	108/13084	2.76650322333998e-06	0.000264937930182848	0.000249842593116193	PNPLA4/ABHD5/CPS1/NR1H3/DGAT2/MGLL/PCK2/ABHD12/GNPAT/GPAM/CAT/PCK1/RGN/SORL1/GPAT3/SIK1/THRSP/ACSL1/ABHD6/MOGAT2/LPL/PLAAT3/CAV3/APOBR/DGAT1/INSIG1/CIDEC/SLC22A4/FITM2/GK/ANG	31
s6.up	GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	25/1587	78/13084	2.85472339181709e-06	0.000270855098110646	0.000255422619267845	ELOVL5/ACAA1/ELOVL1/MGLL/ABHD12/PLA2G4C/ACADL/ACOT2/ELOVL3/HACL1/CYP1A1/CYP1A2/AIG1/FADS1/ACSL1/CPT2/ABHD6/ACSL6/ACSF2/GPX4/ACOT4/ACAD9/ACOT1/ASAH2/ACSL5	25
s6.up	GOBP_ACETYL_COA_METABOLIC_PROCESS	GOBP_ACETYL_COA_METABOLIC_PROCESS	14/1587	30/13084	3.0898782805742e-06	0.000290476905881136	0.000273926437621161	ACAT1/DLD/MLYCD/PDHX/HMGCS1/DLST/PPCS/ACSS2/ACLY/PDHA1/PDK1/PMVK/MVD/PDHB	14
s1.up	GOBP_HEART_MORPHOGENESIS	GOBP_HEART_MORPHOGENESIS	63/2236	213/13084	3.9576587755209e-06	0.000293647866252136	0.000254835950794968	WNT16/SNAI2/ABCC9/SMARCD3/DSP/NRP1/HIF1A/FOXF1/TGFB1/WNT2/ENG/DKK1/ADGRG6/VEGFA/NPHP3/WNT5A/TNNC1/ACVR1/FHL2/PROX1/NRP2/PKD2/TEK/ALDH1A2/COL5A1/CPLANE2/MICAL2/PIM1/PRICKLE1/GATA6/CCN1/TBX19/SLIT2/ANKRD1/GJA1/ADAMTS1/TTN/FZD1/ACTC1/TGFBR2/PITX2/HAND2/SMAD3/C2CD3/AXIN2/SHOX2/ARL13B/ZFPM2/ASXL1/HEG1/FOXC2/FZD2/EXT1/SLIT3/ROBO2/FLRT2/NPY2R/PTCH1/RYR1/FLNA/MDM4/DLL1/ALPK2	63
s6.up	GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS	GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS	15/1587	34/13084	3.29543231759285e-06	0.000304218873498864	0.000286885430777642	ELOVL5/DGAT2/FAR2/ELOVL1/ACAT1/TECR/SLC25A1/GCDH/ELOVL3/HSD17B12/ACSL1/ACSL6/DGAT1/ACSL5/FITM2	15
s6.up	REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	15/1587	34/13084	3.29543231759285e-06	0.000304218873498864	0.000286885430777642	MCAT/DECR1/ACOT13/PCCB/ACADL/MECR/ACADM/ACOT2/ECHS1/HADH/PCTP/ACSF2/ACAA2/PCCA/ACOT1	15
s1.up	REACTOME_DEFECTIVE_B4GALT1_CAUSES_B4GALT1_CDG_CDG_2D	REACTOME_DEFECTIVE_B4GALT1_CAUSES_B4GALT1_CDG_CDG_2D	7/2236	7/13084	4.2240909257047e-06	0.000309346087403231	0.000268459312557774	B4GALT1/OGN/FMOD/OMD/LUM/ACAN/PRELP	7
